#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.17771457    0.006230802     0.14509151   0.0050840959     0.21531559   0.0077822441
           -3.8     0.32486801   0.0085121857     0.26787357   0.0069975419     0.38835687    0.010643118
           -3.6     0.54385106    0.010973895     0.45062035   0.0090312764     0.64751065    0.013572933
           -3.4     0.92920545    0.014201092     0.77705671    0.011806689      1.0940732    0.017287669
           -3.2      1.5910706    0.018608731      1.3395577    0.015592678      1.8610594    0.022488918
             -3      2.5718211      0.0236696      2.1885443    0.020058323      2.9683484    0.028486387
           -2.8      4.0780559     0.02968069      3.4940455    0.025312147      4.6695404    0.035227395
           -2.6      6.3601063    0.036968386      5.4934022    0.031808805      7.2147703     0.04351308
           -2.4      9.7271408    0.045457112      8.4594428    0.039422456      10.946052    0.052829444
           -2.2      14.670427     0.05558946      12.834548    0.048519928      16.399454    0.064054337
             -2      21.682341    0.067151794       19.08287    0.059537443      24.073839    0.077955494
           -1.8      31.382551    0.080347766      27.762003    0.071232385      34.643249    0.091216752
           -1.6      45.121373    0.095859409      40.092962    0.085212826      49.563985     0.10759573
           -1.4      63.261768     0.11285323      56.414208     0.10079027      69.222857     0.12586643
           -1.2      87.032001     0.13154996      77.807991     0.11816535      94.990387     0.14703204
             -1      116.09763     0.15090768         103.99     0.13550316       126.4735     0.16740218
           -0.8      148.88046     0.16960504      133.46675     0.15230204      162.09353     0.18725556
           -0.6      183.08831     0.18666592      164.28618     0.16781204      199.14733     0.20628836
           -0.4      211.74594     0.19943627      190.09057     0.18006413      230.20089     0.22284529
           -0.2      228.28431     0.20631369      204.92883     0.18560528      248.22321     0.22805035
              0      228.52977     0.20641866       205.1737     0.18585341      248.44663     0.22859805
            0.2      211.89174     0.19949698      190.16698     0.17939322      230.46768     0.22031294
            0.4      183.01322     0.18662034      164.20024     0.16793098      199.09538     0.20675779
            0.6      149.08021     0.16974682      133.68159     0.15281816      162.24518     0.18879616
            0.8      115.95082     0.15082181      103.87037     0.13539849      126.29865     0.16703861
              1      87.105704     0.13161438      77.882009     0.11811952      95.050113     0.14723627
            1.2      63.401227     0.11296247      56.545094     0.10090681      69.364344      0.1260065
            1.4      45.125381    0.095824111      40.145656     0.10092004      49.462147     0.16158514
            1.6      31.487305    0.080458852      27.861868    0.071390909       34.74498    0.091484039
            1.8      21.712281    0.067237669      19.115544     0.05921154      24.094504    0.077125033
              2      14.712211    0.055596106      12.864277    0.048534146      16.461086     0.06391022
            2.2      9.7458085    0.045500961      8.4607901    0.039342224      10.995384    0.052931227
            2.4      6.3829782     0.03703146      5.5097329    0.031880205      7.2475097    0.043603112
            2.6      4.0718979    0.029678364      3.4882864    0.025274503      4.6638323    0.035135846
            2.8      2.5262205      0.0234615      2.1485455    0.019846237      2.9166416     0.02821774
              3      1.5476002     0.01834529      1.3043905    0.015406785      1.8064358    0.022375696
            3.2     0.92781849    0.014219017     0.77579828    0.011815102      1.0936738    0.017337913
            3.4     0.52764151    0.010715748     0.43844606   0.0088706632     0.62526973    0.013129922
            3.6     0.31133885   0.0083289719      0.2566057   0.0068140214     0.37255409    0.010393038
            3.8     0.16953366   0.0061935029     0.13848385   0.0050056006     0.20523921   0.0079600167
              4     0.16953366   0.0061935029     0.13848385   0.0050056006     0.20523921   0.0079600167
