# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.8499899    0.028127154      3.4010657    0.024878382       4.284423    0.031566852
            0.2      11.128656    0.047747091       9.837846    0.042282522      12.370503    0.053620845
            0.4      17.905486      0.0604881      15.827041     0.05355879      19.896367    0.067956103
            0.6      23.693948    0.069487715      20.948758    0.062396805      26.312974    0.081143021
            0.8      29.077225    0.076905499      25.685949    0.068068156      32.322862    0.086405621
              1      34.088287    0.083199861      30.107788    0.073601213      37.892411    0.093538123
            1.2      38.864612    0.088737147      34.339779    0.078567048      43.159481    0.099823503
            1.4      44.478814    0.094851691      39.279753     0.08386961      49.423355     0.10652679
            1.6       51.00206     0.10141915      45.059341    0.089724572      56.622574     0.11396165
            1.8      59.373816     0.10925169      52.474222    0.097294031      65.863154     0.12465085
              2      71.225848     0.11937254      62.992307     0.10579053      78.922364     0.13415354
            2.2      89.385788     0.13320053      79.128674     0.11813457      98.900637     0.14941429
            2.4      118.04028     0.15211877      104.62727     0.13510186       130.3641     0.17047313
            2.6       170.7802     0.18083481       151.6695     0.16091147      188.09448     0.20236244
            2.8      284.16367     0.22721042      253.33749     0.20298427      311.41098     0.25325387
              3      534.00229     0.29238495      481.68209     0.26475593      576.64445     0.32396152
            3.2      300.00806     0.23288729      271.16545     0.21119059      323.01231     0.25696693
            3.4      166.38144     0.17914143      150.01181      0.1705242      179.55184     0.23186761
            3.6      100.72584     0.14161333      90.553901     0.12746614      109.03955     0.15742852
            3.8      64.292706     0.11416731      57.616758     0.10256367      69.850663     0.12808589
              4       42.25019    0.093041533      37.772939    0.083204333      46.027632     0.10407402
            4.2      28.687495    0.076940511      25.587808    0.068615109      31.332695    0.086445709
            4.4      20.088051    0.064474139      17.888732    0.057454858      21.976269    0.072609817
            4.6      14.182551     0.05426895      12.602693    0.048187562      15.559195    0.061088945
            4.8      10.232816    0.046157843      9.0797823     0.04090881      11.248671    0.051900242
              5      10.232816    0.046157843      9.0797823     0.04090881      11.248671    0.051900242
