# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.7442732    0.028107611      3.2495507    0.024364862      4.2489297    0.032534308
           -3.8      4.9268134    0.032164675      4.2831894    0.027928299      5.5791926    0.037079068
           -3.6       6.475216      0.0368503      5.6485712    0.032158805      7.2996054     0.04242542
           -3.4      8.3421477     0.04175005      7.2926349    0.036504181       9.379003    0.047846902
           -3.2       10.81052    0.047473501      9.4681598    0.041548327      12.123888    0.054295634
             -3      13.903324    0.053765195      12.212606    0.047200581      15.535564    0.061133385
           -2.8      17.711795    0.060582487      15.605792    0.053371266      19.710474    0.068734903
           -2.6      22.376769    0.067906358      19.760104    0.059956478      24.829577    0.076734245
           -2.4      28.354176    0.076299218      25.114378    0.067609228      31.336916    0.086157357
           -2.2      35.342724    0.084974343      31.367358    0.075476579      38.964941    0.095454785
             -2      43.865918    0.094410452       39.08914     0.10004562      48.075345     0.16047592
           -1.8      54.094195      0.1045527      48.219466    0.093416776      59.308451     0.11703822
           -1.6      65.885461     0.11503299      58.824587     0.10282736      72.095197     0.12778611
           -1.4      79.294899     0.12579056      70.933157     0.11268534      86.539217     0.13941698
           -1.2      94.025511     0.13649975      84.243599     0.12280926      102.40794     0.15180653
             -1      109.49994     0.14678917      98.227304     0.13198329      119.06686     0.16242757
           -0.8       125.0125     0.15629896      112.24348      0.1407615      135.76615     0.17298133
           -0.6      138.92605     0.16426985      124.84848     0.14844651      150.67149     0.18347901
           -0.4      149.69288      0.1701335      134.56424     0.15339153      162.28116     0.18833847
           -0.2      155.69953     0.17329835      140.01201     0.15647518       168.6997     0.19231857
              0      155.12355     0.17298831      139.44982     0.15582144      168.16635      0.1908066
            0.2      149.30532     0.16992299      134.20133     0.15304977      161.88645     0.18739814
            0.4      138.24073      0.1638853      124.22044     0.14765451      149.95369     0.18118278
            0.6       124.8781     0.15621841      112.11597     0.14054944      135.62678      0.1726427
            0.8      109.61924     0.14686843      98.342807     0.13236888      119.18217     0.16359876
              1      94.056081     0.13653457      84.264483      0.1224804      102.46069     0.15100407
            1.2      79.258998     0.12574676      70.922986     0.11273358      86.465513     0.13951418
            1.4      66.199137     0.11527245      59.137528     0.10343403      72.374154     0.12922676
            1.6      54.060098     0.10450892      48.195017    0.093373701      59.264247     0.11679929
            1.8      43.926725    0.094493889      39.093543    0.084233968      48.253911     0.10596862
              2      35.272402    0.084892339       31.31428     0.07547518      38.871045    0.095452605
            2.2      28.339197    0.076253743      25.089274    0.067612984      31.347342     0.08599888
            2.4      22.421062    0.068040827      19.808321    0.060093208      24.865078    0.076797954
            2.6      17.774987    0.060717558      15.653232     0.05346218      19.794209    0.068960095
            2.8      13.859964    0.053668128      12.177003    0.047147781      15.482255    0.061165799
              3      10.781115    0.047406874      9.4497991    0.041640832      12.077982    0.054450094
            3.2      8.3244324    0.041766105       7.276219    0.036533723      9.3580681     0.04816912
            3.4      6.4123842     0.03669209      5.5932527    0.031977349      7.2273486    0.042113451
            3.6      4.9575098    0.032330602      4.3092882    0.028092033      5.6137712    0.037411782
            3.8      3.7855525    0.028386301      3.2833536    0.024562598      4.2999732    0.032892516
              4      3.7855525    0.028386301      3.2833536    0.024562598      4.2999732    0.032892516
