#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.17311441   0.0061885598     0.14099362   0.0050130861     0.21011105   0.0077762899
           -3.8     0.31790429   0.0083524772     0.26111301   0.0068547138     0.38254119    0.010413059
           -3.6     0.54549336    0.010847325     0.45318943   0.0089905325     0.64752711    0.013235921
           -3.4     0.96080348    0.014481764     0.80246347    0.012030119      1.1344394    0.017624495
           -3.2      1.5554966    0.018411824      1.3120259     0.01544079      1.8141945    0.022181937
             -3      2.5344516    0.023425062      2.1554346    0.019823504      2.9271068    0.028202982
           -2.8      4.0499249    0.029556946      3.4687246    0.025201398      4.6421008    0.035057784
           -2.6      6.3417395    0.036981512      5.4771336    0.031793395      7.1922252    0.043506433
           -2.4      9.7140641    0.045370564      8.4381158    0.039316487       10.95077    0.052607697
           -2.2      14.577391    0.055336013      12.745659    0.048250043      16.311892    0.063627874
             -2      21.708541    0.067186259      19.108295    0.059150246       24.09755    0.077121499
           -1.8      31.477101    0.080468366      27.909738    0.089432801      34.607302     0.15115764
           -1.6      45.112965    0.095834678       40.07376    0.085171273      49.579093     0.10749756
           -1.4      63.231386     0.11282195      56.387183      0.1008015      69.188829     0.12593554
           -1.2      86.868893     0.13145644      77.655294     0.11776904      94.825074     0.14617002
             -1      116.19545     0.15099941      104.06397     0.13574191      126.60406     0.16798426
           -0.8      149.01945     0.16969008      133.62625     0.15266902       162.1714     0.18827231
           -0.6      182.89501     0.18657058      164.11335     0.16814389      198.92639     0.20776302
           -0.4      211.86584     0.19948108      190.16925     0.17956645      230.39162     0.22097121
           -0.2      228.74898     0.20649229      205.35817     0.18609147      248.70305      0.2293521
              0      228.53895     0.20640554      205.15975     0.18571211      248.49928     0.22821463
            0.2      211.72133     0.19940507      190.04654     0.17941434       230.2214     0.22029559
            0.4       182.9049     0.18656471      164.10849     0.16775941      198.96845     0.20618172
            0.6      149.35777     0.16988135      133.94742     0.15300152      162.52078     0.18910859
            0.8      115.85046     0.15078171      103.77697      0.1353611      126.19898      0.1671326
              1      86.955523     0.13151866      77.731694     0.11777311      94.924342     0.14606718
            1.2      63.506162     0.11307041      56.637314     0.10105018      69.480031     0.12649562
            1.4      44.922509    0.095608881      39.909608    0.085295562      49.363548     0.10817775
            1.6      31.433957    0.080435313      27.810785    0.071177776      34.688503    0.091142796
            1.8      21.678718    0.067165259      19.081043    0.059093639      24.065484    0.076558312
              2      14.676406    0.055593581      12.840517    0.048513049      16.405992    0.063859299
            2.2      9.7351744    0.045525458      8.4679595    0.039489329      10.953038    0.052898776
            2.4      6.4051345    0.037104294      5.5275661    0.032062677      7.2730219    0.044230001
            2.6      4.0912386    0.029728166      3.4993666    0.025312933       4.696163    0.035323827
            2.8      2.5505741    0.023582842      2.1673938    0.019911668      2.9492137    0.028194901
              3      1.5815298    0.018577875      1.3337911    0.015579504      1.8447174    0.022372411
            3.2     0.94799265    0.014384217     0.79194803    0.011944466      1.1182671    0.017545926
            3.4     0.55628775    0.011017891     0.46048341    0.009085078     0.66368181    0.013551271
            3.6     0.30631615    0.008354831     0.25312723   0.0068442886     0.36509914    0.010415619
            3.8     0.17023906    0.006121467     0.13954668   0.0050124553     0.20481917   0.0076584104
              4     0.17023906    0.006121467     0.13954668   0.0050124553     0.20481917   0.0076584104
