#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.649655    0.065253533      18.537355    0.058537295      22.375885     0.07219237
            0.2        57.8845     0.10821296      51.915045    0.097129679      62.831649     0.11986311
            0.4      85.822426     0.13083188      76.958504     0.11743239      93.202385     0.14491664
            0.6      103.86699      0.1432731        93.0706     0.12852167      112.96593     0.15868503
            0.8      114.22136     0.14983625      102.33722     0.13480543      124.27638     0.16733961
              1       120.8137     0.15382601      108.15172     0.13790324      131.65435      0.1701954
            1.2      125.25113     0.15643249      112.09474     0.14025605       136.5647     0.17344125
            1.4      129.27639     0.15877033      115.64805     0.14237238      141.06674     0.17617936
            1.6      135.13363     0.16210927      120.87441      0.1457951      147.50533      0.1814611
            1.8      142.71332     0.16631308      127.64964     0.14963283      155.82468     0.18690056
              2      153.17301     0.17193358      137.01886     0.15417932      167.26835     0.19087365
            2.2      167.76422     0.17935806      150.08668     0.16094387      183.22354     0.19955876
            2.4      186.84805     0.18847922      167.24021     0.16925165      203.95286     0.20972627
            2.6      209.88851     0.19872582      187.99019     0.17833336      228.90904     0.22025145
            2.8      235.84402     0.20948672      211.37731     0.18814711      256.95082      0.2322437
              3      230.88169     0.20765747      206.99173      0.1944369       251.2862     0.26124633
            3.2      78.884198     0.12612559      70.047376     0.11210019      86.757245     0.14208901
            3.4      31.076823    0.080530262      27.258013    0.070486954      34.655036     0.09225157
            3.6      13.884637    0.054514219      12.033744    0.047053288       15.69648    0.063665447
            3.8      6.4751223    0.037561591      5.5508606    0.032056875      7.4108377    0.044909046
              4       3.037242    0.025929125      2.5763781    0.021859079      3.5162277    0.031396743
            4.2      1.4946929    0.018235576      1.2538725     0.01518213      1.7537121    0.022246296
            4.4     0.69370093     0.01252324     0.57740935    0.010323805     0.82015483    0.015578187
            4.6     0.32528452   0.0085063173     0.26639605   0.0069282019     0.39250314    0.010608304
            4.8     0.15408676   0.0059144621     0.12428423   0.0047260923     0.18934406   0.0075794306
              5     0.15408676   0.0059144621     0.12428423   0.0047260923     0.18934406   0.0075794306
