#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.803597    0.065419451      18.682565    0.058922525      22.528872    0.073020916
            0.2      58.221804     0.10845745      52.226775    0.097357492      63.180072     0.11983929
            0.4      86.231843     0.13110418      77.343878     0.11786236      93.617185     0.14563057
            0.6      104.34843     0.14355295      93.529997     0.12881048      113.43825     0.15883655
            0.8      115.27187     0.15044499      103.26519     0.13507764      125.45602     0.16682084
              1      121.24629     0.15404875      108.57109     0.13825269      132.06087     0.17079699
            1.2      125.76959     0.15671583      112.56185     0.14083269      137.12841     0.17471139
            1.4      129.83606     0.15908369      116.18543     0.14334894      141.60768     0.17851416
            1.6      135.02507     0.16204392      120.77525     0.14533736       147.3919     0.18004911
            1.8      142.53398     0.16622631      127.47646     0.14937379      155.65248     0.18609121
              2      153.44078     0.17205868      137.22419     0.15416009      167.63044     0.19078191
            2.2      167.62824     0.17927825      149.94231     0.16067588      183.12304     0.19872865
            2.4       186.0301     0.18811083      166.51553     0.16915615      203.05554     0.21005807
            2.6      209.34679     0.19854435      187.50789     0.17823593      228.31669     0.22040694
            2.8      234.85527     0.20912194      210.47551     0.18779693      255.89522     0.23214538
              3       229.5654     0.20719009      205.70274     0.18594924      250.06537     0.23025534
            3.2       78.76271     0.12609297      69.995293     0.12433278      86.492418     0.18630204
            3.4      30.885454    0.080347146      27.105453    0.070454568      34.407396     0.09277708
            3.6      14.009001    0.054763213      12.147471    0.047355687      15.823912    0.064193526
            3.8      6.4923991    0.037577076      5.5631784    0.031994746      7.4336433    0.044572603
              4      3.0773274    0.026076336      2.6083252    0.021934718        3.56823    0.031463957
            4.2       1.501649    0.018287423      1.2568797    0.015207519      1.7674253    0.022265206
            4.4     0.70424897    0.012590111     0.58265435    0.010343711     0.84031103    0.015551041
            4.6     0.33423872   0.0086606498     0.27384983   0.0070521834     0.40343875     0.01083119
            4.8     0.14210227   0.0056278614     0.11508447   0.0045277861      0.1735063   0.0071308153
              5     0.14210227   0.0056278614     0.11508447   0.0045277861      0.1735063   0.0071308153
