#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.4436739    0.026724493      3.0338067     0.02362184      3.8755782    0.030632802
            0.2      10.096429    0.045464908      8.9174308    0.040291983      11.318495    0.051414991
            0.4      16.633236    0.058262337      14.719826    0.051733295       18.58672    0.065649994
            0.6      23.142809    0.068624723      20.519039    0.061044595      25.782254    0.077089411
            0.8      29.635169    0.077571437      26.320408    0.069091427      32.926013    0.086832466
              1      36.676682    0.086159155      32.611663     0.07686873      40.662641    0.096403196
            1.2      44.512843    0.094758895       39.62673    0.084579837      49.247347     0.10560879
            1.4      54.215222     0.10437325      48.344311    0.093305374      59.800471      0.1159795
            1.6      66.348949     0.11515604      59.247319     0.10317229      72.993043     0.12788906
            1.8      82.772214      0.1281779      74.030491     0.11491452      90.787686     0.14170894
              2      105.65072     0.14408743      94.668245     0.12942278      115.47253     0.15882208
            2.2      138.23133     0.16363434      124.10787     0.14777573      150.49357     0.18173753
            2.4      185.04993     0.18736899      166.50753     0.16959922      200.58882     0.20775811
            2.6      251.73461     0.21523484      227.08663     0.19478951      271.50615     0.23614877
            2.8      337.83583      0.2443782       305.4523     0.22148669      362.65762     0.26751865
              3        389.784     0.25940212      352.60747     0.23558557      417.61291     0.28654389
            3.2      202.04001     0.19578618      180.61129     0.17514986      219.96613     0.21912211
            3.4      119.34042     0.15351154      105.56378     0.13579742      131.77343     0.17414733
            3.6      77.622789     0.12502782      68.095773     0.10971331      86.654475     0.14325509
            3.8      52.617494     0.10360613      45.826945    0.090130182      59.300517     0.11948904
              4      36.408751    0.086540561      31.552229    0.092326276      41.273944     0.15699113
            4.2      25.585409      0.0727954      21.983499    0.062493651      29.348045    0.085362591
            4.4      18.346417    0.061881593      15.677208    0.052779644      21.194822    0.072999208
            4.6      13.114876    0.052486568      11.142077    0.044518441      15.261483    0.062415054
            4.8      9.5766367    0.045081333      8.0877679    0.037976229      11.230302    0.054095043
              5      9.5766367    0.045081333      8.0877679    0.037976229      11.230302    0.054095043
