# ptHiggs+top+t        central        num_err    min (scale)        num_err    max (scale)        num_err
# bar
              0      4.7504592   0.0068616409      4.6874856   0.0069006686      5.2472824   0.0096444592
             10       5.713424   0.0069496531      5.6048795   0.0070906217      5.8442033   0.0092477274
             20      4.9884845   0.0062743294      4.8503622   0.0066751706      5.0670533   0.0071000322
             30      4.2151439    0.005432806      4.0671485    0.005364844      4.2883239    0.006224809
             40      3.5405132   0.0051928324      3.3919965   0.0051638669      3.6161025   0.0059798011
             50      2.9872873   0.0050665373      2.8430908   0.0046021447      3.0691579   0.0061309631
             60      2.5348949   0.0040526684      2.4024171   0.0043243644      2.6125015   0.0044350355
             70      2.1758425   0.0038001368      2.0508181   0.0037796528      2.2523075   0.0041341794
             80      1.8607195   0.0038724921      1.7448877   0.0035544085       1.936704   0.0045667902
             90      1.6077777   0.0029831213      1.5017853     0.00302202      1.6812109   0.0031735684
            100      1.4007946   0.0029017601      1.3011205   0.0029028435      1.4735402   0.0033560254
            110       1.219035   0.0043093622      1.1233953   0.0032427616      1.2930795   0.0064999877
            120      1.0623849   0.0024116378     0.97359806     0.00237125      1.1319459    0.002679539
            130     0.93221751   0.0021952559     0.84774425   0.0021185263      1.0026752   0.0024020269
            140     0.81179074   0.0020019527     0.73045753   0.0019412062     0.88326952   0.0022113761
            150     0.71669702   0.0018485683     0.64049064   0.0017299784     0.78707362   0.0020673758
            160     0.63389737   0.0017259912     0.56132698   0.0015761932     0.70362478    0.001943324
            170     0.56356923   0.0016257524     0.49556823   0.0015222194     0.62943833   0.0018382909
            180     0.49711053   0.0014898327     0.43330647   0.0013328583     0.56149831   0.0018314369
            190     0.44488152   0.0014535223     0.38579991   0.0013765264     0.50421298   0.0016158397
            200      0.4007905   0.0013567356     0.34497183   0.0012184722     0.45818306   0.0015487599
            210     0.35830399   0.0012543074     0.30713177   0.0011255062     0.41098995    0.001451048
            220     0.32442698   0.0011822774     0.27644539   0.0010444807     0.37418539   0.0013821752
            230     0.29420258   0.0011364676     0.24990112   0.0010066066      0.3405852   0.0013249955
            240     0.26535756   0.0010535473       0.224341  0.00090826923     0.30835578   0.0012463625
            250     0.24283542    0.001041491     0.20411603  0.00096953642     0.28354976   0.0012012477
            260     0.22044976  0.00095785538      0.1850572  0.00083233909      0.2577633   0.0011382753
            270     0.20090613  0.00093149091     0.16832375  0.00079082772     0.23524099   0.0011488957
            280     0.18464366  0.00088698328     0.15422089  0.00077405153     0.21697624   0.0010414724
            290     0.16816495  0.00082793902     0.13994732  0.00070035039      0.1983304  0.00099094233
            300     0.15557851   0.0010840052     0.12896261  0.00069184503      0.1824628  0.00097757698
            310     0.14104415  0.00075646334     0.11713295  0.00063560861     0.16647844  0.00091086498
            320      0.1309464  0.00072663121     0.10845769  0.00060846083      0.1549593  0.00087420973
            330      0.1206957  0.00070606741    0.099916666  0.00059871431     0.14280918  0.00084885866
            340     0.11028346  0.00066731036    0.091265425   0.0005639288      0.1303682  0.00083374154
            350     0.10144263  0.00063986656    0.083856358  0.00053246017     0.12012614  0.00077199778
            360    0.094185807  0.00061762599    0.077868381  0.00053601867     0.11133466  0.00082328606
            370    0.085602033  0.00061468421    0.070791979  0.00053144638      0.1009819  0.00077016393
            380    0.079635144  0.00056600207    0.065568677  0.00046854479     0.09456781   0.0006828935
            390     0.07369135  0.00054402557    0.060767315  0.00045145431     0.08730116  0.00065723373
            400    0.068746462  0.00052582334     0.05662481  0.00043585006    0.081501945  0.00064358954
            410    0.064315224  0.00050867377    0.052981447  0.00042562513    0.076142208  0.00063372534
            420     0.05870676  0.00048654331    0.048315407  0.00040382779    0.069618476  0.00059051208
            430    0.054680736  0.00047989337    0.045004503  0.00040401302      0.0647835  0.00057573805
