#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      8.7978938     0.31936514      7.0535767     0.20989535      11.339652     0.50418269
            0.2      16.727198     0.10034716      14.804025    0.082172836      19.125409     0.17754777
            0.4      25.562631    0.094570161      22.996722    0.086404913      28.265655     0.11309038
            0.6      33.618279     0.10157508      30.449515    0.098181446      36.984902     0.12592254
            0.8       41.47164     0.11061594      37.689448     0.10678366      45.383416     0.13264709
              1      49.269967     0.12319068      45.015714      0.1369411      53.677517     0.14454002
            1.2      57.284703     0.13327034      52.431776     0.12825807      62.210734     0.16164883
            1.4      67.734634     0.14284816      62.161017     0.15047772       73.25312     0.16993798
            1.6      80.844087      0.1727105      74.608348     0.17656674      87.034888     0.18856408
            1.8      98.430896     0.17117809      91.342619     0.16989494      105.49198     0.20452246
              2      124.32484     0.19962704      115.87097     0.20749925      132.48081     0.23158099
            2.2      160.27099     0.22423586      150.36733     0.21301636      169.30271      0.2661693
            2.4      212.41098     0.25741951      200.66592     0.29013301      222.60238     0.30533819
            2.6      285.53055     0.29346938      271.79748     0.30679738      296.93769     0.35861086
            2.8      376.00629     0.34229541      360.32031     0.37992968      388.22408     0.41527414
              3      416.23291      0.3622803       399.4378     0.35343471      429.15179     0.46165636
            3.2      167.43804     0.24058735      158.76274      0.2764538      174.83822     0.28656484
            3.4       73.56998      0.1533952      68.459138     0.15127489       78.68128     0.18973694
            3.6      35.560109     0.10816581      32.585096     0.10703969      38.890428     0.14242155
            3.8      18.080451    0.076840562      16.243269    0.072066076      20.213751    0.091741889
              4      9.5913632     0.06406233      8.5062197    0.062188472      10.962535    0.072560297
            4.2      5.2752211    0.050427528      4.5835922    0.050046031      6.1290469    0.053318993
            4.4      2.9036243    0.037909463       2.496233    0.036244167      3.4219626    0.040957378
            4.6      1.5620061    0.028625762      1.3143427    0.027006986      1.8928315    0.031102692
            4.8     0.86102423    0.023308998     0.71696855    0.022728386      1.0416887    0.026624575
              5     0.86102423    0.023308998     0.71696855    0.022728386      1.0416887    0.026624575
