# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      112.38471     0.18223274      104.81484     0.17979069      119.23477     0.22094263
            0.2      111.44058     0.18355235      103.97247     0.18173479      118.02318     0.22624866
            0.4      110.85212     0.22271475      103.63756     0.24426083      117.54686     0.30986636
            0.6      109.85282     0.19249589       102.7708     0.20051728      116.23563     0.21956516
            0.8      110.32648     0.17979073      103.25198     0.20595883       116.8151     0.22334825
              1      112.56237     0.19099425      105.45253     0.20024766      119.01052     0.22465131
            1.2      115.98998     0.20694343      108.61006     0.19524744      122.78456     0.26932398
            1.4      121.63823     0.20932148      114.04672     0.23206345      128.41814     0.25366918
            1.6      129.71461     0.20261793      121.86519     0.20043105      137.02695     0.25115028
            1.8      141.30244      0.2156605      132.89161     0.20731459       148.7936      0.2554425
              2      155.36704      0.2340055      146.38119     0.23467466      163.55583     0.29086574
            2.2      174.29652     0.23765044      164.56581     0.23031711      183.37203     0.29442867
            2.4      198.31873      0.2907603      187.51524     0.27585091      208.53799     0.37895895
            2.6      225.76034     0.30489742       213.8891     0.29361307      237.20178     0.39309019
            2.8      253.58094     0.33229784      240.38887     0.32570163      266.17888     0.43418269
              3      190.93906     0.27223038      181.17689     0.26906483      200.25692     0.35282567
            3.2      190.93906     0.27223038      181.17689     0.26906483      200.25692     0.35282567
