#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.396307    0.076313015       19.01452     0.07421037      21.613891    0.094585329
            0.2      56.838874     0.12664253      53.053873     0.12187097      60.253105     0.15755468
            0.4       84.26454     0.16039702      78.893393     0.21199367        89.0635     0.19800924
            0.6      102.23466      0.1766505      95.673267     0.18016885      108.08586     0.21271534
            0.8      113.07912     0.18329112      105.95882     0.19264173      119.46868     0.22569417
              1      119.50546     0.23028282      111.98274     0.22208467      126.27203     0.31662497
            1.2      124.05972     0.21046743      116.36618     0.21327275      130.96175     0.27378843
            1.4       128.8813     0.21026121      120.76809     0.23360369       136.0989     0.24171978
            1.6      134.59437     0.21299657      126.47523     0.21853489      142.04696     0.26785813
            1.8      142.65902     0.21884682      134.10663     0.21013469      150.31286       0.259561
              2      154.13338     0.22709498      145.13844     0.22552159      162.21816     0.26934205
            2.2      169.68493     0.24107902      159.90835     0.22978883      178.61606     0.30340571
            2.4      190.07111     0.27914687      179.56462     0.25832946      199.97545     0.36896913
            2.6       214.9178     0.29088761       203.5493     0.28641433      225.66953     0.36488871
            2.8      242.70599     0.30455027      230.08235     0.29811705      254.69594     0.38779043
              3      238.29875     0.32467219      225.97842     0.30825394      250.19706     0.44091173
            3.2      80.596046      0.1801387      75.857839     0.19394839      85.096792     0.21020742
            3.4      31.271014     0.10164896      29.130693    0.099848266      33.504571      0.1220829
            3.6      13.935649    0.070787776      12.740697    0.084606282      15.269752    0.082220972
            3.8      6.4358017    0.048643178        5.84447    0.047471644      7.1103951    0.055945611
              4      3.1330408    0.040147776      2.8375343    0.042937732      3.4652093    0.041531563
            4.2      1.4104653    0.021176215      1.2550872    0.019549871      1.5901724    0.025578724
            4.4     0.69048048    0.015927537     0.59141385    0.016722399     0.78180263    0.017460882
            4.6     0.28854558    0.013912994     0.25190014    0.010893513     0.33741656    0.019959624
            4.8     0.13445397   0.0080222883     0.11644909   0.0077223345      0.1579898   0.0095692201
              5     0.13445397   0.0080222883     0.11644909   0.0077223345      0.1579898   0.0095692201
