#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.2056042     0.13351956       3.906355    0.089442022       4.528729     0.22243404
           -3.8      5.9146694    0.079811752      5.5439059    0.061292007      6.1794858     0.05980208
           -3.6      8.4126416    0.064604995      7.9272555    0.062568063      8.8692674     0.07588216
           -3.4      11.844782    0.063061165      11.066453    0.080178294      12.570621    0.077565474
           -3.2      16.537995      0.1045744      15.652468    0.097684269      17.459727     0.14441219
             -3      22.221663    0.094432525      21.041921     0.10685815      23.337051     0.10575175
           -2.8      29.357657    0.098973482      27.845479     0.10117182      30.855614     0.12180682
           -2.6      37.733257     0.11748736      35.708192     0.12416515      39.748145      0.1486274
           -2.4      47.182551     0.13987928      44.551991      0.1453965      49.669713     0.16940451
           -2.2      57.446276     0.15107692      54.203143     0.14018804      60.468147     0.18173638
             -2      67.422024     0.14789147      63.604105     0.15153247      70.967686     0.18223461
           -1.8      77.249554     0.15641957      72.787535     0.14914485      81.481496     0.19462399
           -1.6       85.56403      0.1656386      80.643678     0.16800833       90.04498     0.20009973
           -1.4      93.112533      0.1718393      87.629649     0.16645123      98.158602     0.21276795
           -1.2      98.255736     0.17205385      92.429269      0.1635509       103.5648     0.21264305
             -1      101.94574     0.17827367      95.822807     0.17826179      107.47381     0.21433159
           -0.8      103.65164     0.18031473      97.307674     0.17812868      109.47186     0.21749436
           -0.6      103.36132     0.17665029      97.054659     0.17003736      108.98873     0.21574028
           -0.4      103.59011     0.18051246      97.249834     0.17026225      109.16494      0.2176598
           -0.2      103.67648     0.18141446      97.286365     0.17745363       109.4144     0.22221018
              0      103.53025     0.18001188      97.155356     0.17572853      109.45377     0.24533842
            0.2      103.92929     0.20328433      97.697702     0.20757528      109.41721     0.24512232
            0.4      103.85703     0.17972233      97.516328     0.17236829      109.53439     0.22314566
            0.6      103.25306     0.20318925       96.92993     0.18154301      109.02694     0.26766597
            0.8      101.81574     0.19225361      95.695983     0.18975397      107.44852     0.23550525
              1      98.120228     0.18181439      92.346574     0.18270308      103.35574     0.22105532
            1.2      92.906201     0.20655117      87.478217     0.19098113      97.865727     0.27062265
            1.4      85.967855     0.16847462      81.093494     0.17055396      90.413522     0.21269431
            1.6      77.093286     0.21173813      72.612035     0.17688036      81.342038     0.30318436
            1.8      67.333288     0.15609255      63.445882      0.1486371      70.752744     0.18580277
              2      57.156549     0.14647814      53.887868     0.14226187      60.240569     0.16930336
            2.2      47.422767     0.12705785      44.799168     0.13586226      50.016432      0.1569901
            2.4      37.832314      0.1298456      35.975789      0.2041928      39.968282     0.18081534
            2.6      29.254314      0.1016113      27.765034     0.10029662      30.812383     0.13081859
            2.8      22.194178    0.094041598      21.010513     0.11191831      23.345794      0.1104348
              3      16.438828    0.091564279       15.53483    0.085767887      17.405589     0.12805415
            3.2      11.785428    0.065066833      11.054632     0.14270146       12.46061    0.078751726
            3.4      8.5115049    0.065462511      8.0350038    0.077328266      8.9903686    0.071630404
            3.6      5.7762467    0.057130726      5.4838854     0.06961365      6.0865809    0.057947374
            3.8      4.0914149     0.04056515       3.886466    0.042410986      4.3157581     0.05570074
              4      4.0914149     0.04056515       3.886466    0.042410986      4.3157581     0.05570074
