#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.95318976    0.026561829     0.80516873     0.02732311      1.1535382    0.026073792
           -3.8      1.4653355     0.03175903      1.2503725    0.031311511      1.7514191    0.032574922
           -3.6      2.0190396    0.035001701      1.7299383    0.034595416      2.3803713    0.036434447
           -3.4      3.0275154    0.040386624      2.6243657    0.039662174      3.5571457    0.052684227
           -3.2      4.3128507    0.037884716      3.7383781    0.036019009      5.0529246    0.064133667
             -3      6.1384701    0.050490475      5.4001652    0.052622637      7.0004414    0.055055435
           -2.8      8.5719729    0.053402039      7.6308411    0.050361167      9.6418137    0.061788578
           -2.6      12.044504    0.061961549      10.849347    0.058559841      13.362177    0.072670388
           -2.4      17.091089    0.072201762      15.524352    0.067830611      18.797697    0.086688013
           -2.2      24.074248    0.088477471       22.06828    0.087220985      26.126065     0.10224756
             -2      33.384781     0.10056177      30.868703      0.1010218      35.881993     0.12070366
           -1.8       45.72061      0.1316969      42.544341     0.12367873      48.669997     0.14515488
           -1.6      61.020028     0.13826777      57.077266     0.13366355      64.565288     0.16567819
           -1.4      79.326972     0.16108453      74.570701     0.16527737      83.577357     0.19137951
           -1.2      99.773348     0.17424081      93.972536     0.20866581      104.76846     0.21162308
             -1      122.08145     0.19814351      115.53958     0.20843017      127.56227     0.23515707
           -0.8       142.8295     0.22214346      135.39871     0.21930214       149.2448     0.25386304
           -0.6      161.23941     0.21959788      153.06883     0.22181759      168.31496     0.27341246
           -0.4      175.27622     0.23019815      166.43727     0.24697542      182.98184       0.285183
           -0.2       185.9464     0.32386703      175.60555     0.31482508      196.15278     0.46147584
              0      186.35661     0.35280887      175.90251     0.28853004      196.44004     0.50166329
            0.2      175.25381     0.23529825      166.31066     0.23325036       183.2502     0.29620663
            0.4      160.60666     0.22159408      152.60731     0.23026741      167.44917      0.2728063
            0.6       142.5351     0.21396107      135.28631     0.22137739      148.79193     0.25719802
            0.8      121.91267     0.19647273      115.35984       0.204865      127.53944     0.23994472
              1      99.954216     0.17823853      94.405702     0.18087894      104.70732      0.2131426
            1.2      79.613509     0.16483881      74.878452       0.158542      83.744683     0.18911302
            1.4      60.859412     0.14629665      57.188327     0.19319396      64.252406      0.1653047
            1.6      45.736868     0.12603437      42.487384     0.14256236      48.707077     0.14343066
            1.8      33.330165     0.10053473      30.745007    0.094684022      35.950806     0.13019475
              2      23.882833    0.085951736      21.967464    0.085208555      25.909374     0.10246375
            2.2      16.935009    0.072598958      15.419868    0.069995055      18.506927    0.086002856
            2.4      12.036866    0.059412182      10.786344    0.054828275      13.415437    0.071700563
            2.6      8.4535452    0.054145133      7.5405989    0.051758279      9.5404584    0.063708983
            2.8      6.0065512    0.044511595       5.257633    0.064012483      6.8559912    0.051355132
              3      4.2554907    0.054832123      3.6855069      0.0386315      4.9555759    0.071035785
            3.2      2.9861165    0.035673807      2.5770485    0.033305381      3.5095706    0.038977503
            3.4      2.0412098     0.03010854      1.7415777    0.028534636      2.4298792    0.033131028
            3.6      1.4341015    0.030384275      1.2145039    0.030021794      1.7068755    0.032416343
            3.8     0.92569035    0.024774206     0.78017308     0.02412387      1.1227458    0.025913635
              4     0.92569035    0.024774206     0.78017308     0.02412387      1.1227458    0.025913635
