#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      8.7787942      0.3196437      7.0465266     0.21007845      11.295745     0.50465027
            0.2      16.731848     0.10221279      14.783847    0.082973731      19.179926     0.17915827
            0.4      25.491698    0.094330441      22.935944    0.086459963      28.187063     0.11404769
            0.6      33.492306     0.10104559      30.327929     0.09733682      36.816411     0.12501346
            0.8      41.320553     0.11037831       37.57979     0.10722329       45.21908     0.13241138
              1      49.061257     0.12273641      44.809898     0.13621104      53.464126     0.14449501
            1.2      57.160063     0.13469605      52.295598     0.12843104      62.080455     0.16197326
            1.4      67.220821     0.14715654      61.791833     0.15636531      72.640113     0.16971043
            1.6      80.434574      0.1668779      74.123955       0.169598      86.665376     0.18486127
            1.8      97.983093     0.17206028      90.915674     0.17170206      105.03149     0.20726346
              2      123.55538      0.1994924      115.20453     0.20809305      131.61391     0.23115588
            2.2      159.71418     0.22240868      149.69848     0.20914703      168.98752     0.26589423
            2.4       212.1871     0.25897774      200.41954     0.29429601      222.35523     0.30569958
            2.6      285.75975     0.29269558      272.02205     0.30373699      297.21376     0.35903523
            2.8      378.38284     0.34416632      362.64391     0.38313186      390.58543     0.41577433
              3      420.17312     0.36531755       403.1881     0.35693178      433.17704     0.46429403
            3.2      168.21198     0.23794458      159.49073     0.27256443      175.66543     0.28699256
            3.4       73.90177     0.15590709      68.749464      0.1536116       79.05333     0.19068782
            3.6      35.600835     0.10886772      32.614998     0.10801414      38.966003      0.1430332
            3.8      18.094028    0.076226968      16.267607    0.070998906      20.207804    0.091418656
              4      9.5751153    0.065039864      8.4953333    0.063418673      10.937135    0.073141457
            4.2      5.2398386    0.048437896      4.5430981    0.047623541      6.1051294    0.052415473
            4.4      2.9000556    0.037491981      2.4911218    0.035805969      3.4277914    0.040587663
            4.6      1.5773607    0.032323296      1.3358353    0.031793332      1.8886743    0.032796269
            4.8     0.86833653     0.02062258     0.72082136    0.019301318      1.0550648    0.025579783
              5     0.86833653     0.02062258     0.72082136    0.019301318      1.0550648    0.025579783
