# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.1197257    0.025837974      2.6484548    0.022481578      3.5753585    0.031247938
            0.2      9.3217798    0.097719871      7.8247842    0.038238563      10.773488     0.15032587
            0.4      14.671867    0.057621883         12.458    0.049230834       16.87401    0.069779595
            0.6      19.816633    0.066063416      16.883506    0.057512545      22.727929    0.078554059
            0.8      24.437489    0.075102518      20.872423    0.065170284      27.990166     0.09140218
              1      28.890971     0.08093768      24.801086    0.073531304      32.948898    0.094695639
            1.2      33.511699    0.088839757      28.866966    0.078481867      38.164488     0.10813614
            1.4      38.846262     0.09413033      33.694969    0.084481144      43.937233     0.11024836
            1.6      45.233525     0.11339273      39.515555    0.098014453      50.804087     0.14841143
            1.8      53.978338     0.17040732      47.563534     0.12940229      60.166613     0.25341819
              2      65.641499     0.12966294      58.512993     0.11942587      72.247639     0.15284697
            2.2      83.971593     0.16285082      75.747262     0.14688214      91.236667     0.20394837
            2.4      114.07179     0.18101102      104.60179     0.17633905      121.67111     0.20718444
            2.6      168.56602     0.26274336      156.86003     0.23396942      176.99606     0.32028573
            2.8      285.79172     0.32267793      270.44453     0.31112988      295.99114      0.3797323
              3      561.74963     0.45618116      542.15066     0.48365981      580.05355     0.58163256
            3.2       320.5418     0.34200435      310.35554     0.39504895      333.25401     0.44996599
            3.4      177.13876     0.26987695      170.63688      0.2624088      184.18922     0.33483791
            3.6      106.93288     0.20398758      102.78825     0.19729666      111.60064     0.25118084
            3.8      67.334089     0.15673682      64.488443     0.17507131      70.344578     0.19362342
              4       44.38563     0.12076081       42.36801      0.1158392      46.569479     0.15328567
            4.2       30.34651      0.1134427      28.934875     0.12700337      31.746382     0.12641279
            4.4      20.974676    0.082932653      19.941047    0.080742808       22.03909      0.1031156
            4.6      14.738177     0.07110477      14.022313    0.069809438      15.509043    0.086974403
            4.8      10.652898    0.058593488      10.130394    0.058471816      11.248608    0.073920549
              5      10.652898    0.058593488      10.130394    0.058471816      11.248608    0.073920549
