#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      5.7632774     0.31073119      4.5682306     0.20468027      7.5928677     0.49537922
            0.2       10.56687     0.10576825      9.2013503    0.078776685      12.335537     0.15401535
            0.4      16.086638    0.088167994      14.320408    0.073949232      17.952711     0.10137136
            0.6      21.996792    0.087264431      19.720674    0.079438161      24.415755     0.10304295
            0.8      28.184283    0.090333696      25.450114    0.085751716      31.105387     0.11581308
              1      34.943212     0.11831848      31.659148     0.11430554      38.205742     0.12279851
            1.2      42.733026     0.12003918      38.921035     0.11769599      46.652629     0.14313919
            1.4      52.263831      0.1317585      47.985121     0.15655509      56.630167     0.14902801
            1.6      64.750777     0.13868174      59.581319     0.13193164       69.95859     0.16617686
            1.8      81.320356     0.15407368      75.297162     0.15927946      87.227315     0.18558492
              2      104.55056     0.18073436      97.435826     0.18637476      111.48248     0.21294272
            2.2       138.4383     0.21069742      129.66242     0.19963655      146.38768     0.24924285
            2.4      186.66084      0.2430961      176.14282     0.27464058      195.78018     0.28707442
            2.6      255.68102     0.28024919      243.44915     0.29284127      265.87689     0.35567303
            2.8      344.88797     0.33210806      330.76222     0.37568473      355.73804     0.39807637
              3      397.82232     0.35461104      382.06118     0.35438289      409.41752     0.42767037
            3.2      205.71734     0.25482323      195.62303     0.28117893      214.29286     0.31436015
            3.4      121.13847      0.2030588      113.95135     0.20287443      127.66396     0.24009966
            3.6      78.965944     0.15591723      73.621602     0.15367892      84.278366     0.19417574
            3.8      52.823263     0.12716774      48.875474     0.12242382      57.039918     0.16695481
              4      36.501337     0.10726307      33.625119     0.10272098      39.610187     0.12921837
            4.2      25.913442     0.09404232      23.663722    0.094952592       28.38227     0.10855208
            4.4       18.27344    0.079908673      16.594231    0.076207893      20.174243    0.093526794
            4.6      13.321694    0.068675719      12.011587    0.065487683      14.833382    0.079689165
            4.8      9.5143534    0.054702429       8.534046    0.051148385      10.683787    0.065554277
              5      9.5143534    0.054702429       8.534046    0.051148385      10.683787    0.065554277
