#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      21.045361    0.071432466      18.878193    0.064059104      22.833017    0.078949885
            0.2      58.395056     0.11783033      52.423564     0.10578301      63.285056     0.13022294
            0.4       86.04555     0.14195377       77.27181       0.127547       93.23233     0.15671258
            0.6      103.86862     0.15520359      93.385089     0.14299323      112.34803     0.18271303
            0.8      113.95855     0.16212368      102.39477     0.14642523      123.41838     0.18033404
              1      119.49253     0.16574878      107.41077     0.14964261      129.35208     0.18412917
            1.2      123.60843     0.16838128      111.11139     0.15385677      133.83381     0.19069324
            1.4      127.64514     0.17093405      114.71673     0.15411216      138.25572     0.18908525
            1.6      133.02397     0.17429732      119.50458        0.15693      144.19302     0.19248005
            1.8      140.31646     0.17871925      126.10127     0.16088847      152.06626     0.19682459
              2      150.24646     0.18454513      135.05839     0.16667313      162.79616     0.20506982
            2.2      164.03082     0.19221625      147.44962     0.17303968      177.77266     0.21153743
            2.4      182.42471      0.2018489       164.0461     0.18196753      197.63547     0.22273278
            2.6      204.11285     0.21246381      183.68489     0.19180734      220.91601     0.23478006
            2.8      227.73686     0.22326737      205.15976     0.20167222      246.09029     0.24635552
              3      221.55201     0.22068258        199.717     0.19934496      239.03433     0.24336893
            3.2      75.484114     0.13383675      67.465553     0.11982164      82.146353     0.15025469
            3.4      29.628946    0.085443569      26.190101    0.076543185      32.625174     0.10121617
            3.6         13.211    0.057569877       11.52843    0.050034738      14.770955    0.066566783
            3.8      6.2618945    0.040192035      5.4079595    0.034499453      7.0801573    0.047658855
              4      2.8927068    0.027388871      2.4693239    0.023198618      3.3145508    0.032697278
            4.2      1.3922957    0.019465362      1.1759159    0.016268683       1.614901    0.023819883
            4.4     0.64227338    0.013211996     0.53795822    0.010932182     0.75095522    0.016262114
            4.6     0.30765946   0.0091553593     0.25524245   0.0075060348     0.36357773    0.011412233
            4.8     0.12947943   0.0059250399      0.1065873   0.0048893857     0.15450712   0.0074728127
              5     0.12947943   0.0059250399      0.1065873   0.0048893857     0.15450712   0.0074728127
