#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.2410992    0.032265689      3.7882957    0.028852232      4.6469128     0.03597969
           -3.8      6.1326695    0.038706039      5.4819834    0.034791939      6.7103574    0.043943512
           -3.6      8.6753344    0.045991306      7.7502671    0.041163408      9.4983881    0.051564494
           -3.4      12.190079     0.05450034      10.883907    0.048695382      13.359049    0.060783617
           -3.2      17.034141    0.064267149      15.215007    0.057572768      18.651623    0.072150853
             -3      22.722922    0.074124509      20.303726    0.066280779      24.869271    0.082463471
           -2.8      30.097538    0.085113888      26.912151    0.076294445       32.90371    0.095047247
           -2.6      38.362968    0.095868902      34.331671    0.086219859      41.886886      0.1073648
           -2.4      47.696886     0.10664882      42.709951    0.095643695      52.023639     0.11830302
           -2.2      57.374786     0.11663396      51.418569     0.10472733      62.491352      0.1293091
             -2      66.952539     0.12567361      60.034893     0.11289442      72.850272     0.13911626
           -1.8       76.40078     0.13391817      68.586526     0.12044996      82.960635     0.14810746
           -1.6      84.102593     0.14024055      75.549067     0.12651182      91.212796     0.15552511
           -1.4      90.336254     0.14511275      81.214475      0.1310312        97.8094     0.16122159
           -1.2      94.906956     0.14859946      85.367296     0.13381437       102.6445      0.1634776
             -1      96.826488     0.15002278        87.1514     0.13523489      104.57292      0.1651931
           -0.8      98.157599     0.15100226      88.412386     0.13635147      105.86186     0.16646455
           -0.6      98.003547      0.1509024      88.303745     0.13661562      105.59736     0.16769812
           -0.4      97.372145     0.15042478      87.746524     0.13604974      104.88181     0.16616691
           -0.2      96.829947     0.15002801      87.299458     0.13559319      104.20977     0.16540673
              0      96.942293     0.15011475      87.371329     0.13580189       104.3803     0.16634939
            0.2      97.380674      0.1504402        87.7776     0.13857181      104.84821     0.17473596
            0.4      97.943447     0.15083451       88.24323      0.1363959      105.55914     0.16705182
            0.6       98.21973     0.15103223      88.411773     0.13614427      106.04138     0.16590783
            0.8      97.227202      0.1503121      87.531061     0.13596323      104.96697     0.16684909
              1      94.331618     0.14816058      84.855063     0.13360763      102.00794     0.16329968
            1.2      90.332195     0.14511793      81.181045     0.13053824      97.859108     0.15967201
            1.4      84.184168     0.14032219      75.621633     0.12660062      91.300366     0.15588313
            1.6      76.301141      0.1338492      68.516968     0.12321213      82.822299     0.15444041
            1.8        67.1814      0.1259132      60.261366     0.11306926      73.064344     0.13920537
              2      57.298601     0.11655802      51.335605     0.10471906      62.435007     0.12992663
            2.2      47.669247     0.10656705      42.665778    0.095513062      52.030506     0.11818487
            2.4      38.316686    0.095834413      34.293624    0.085891497      41.828483     0.10657051
            2.6      30.092497    0.085063678      26.898538    0.076388272      32.911863    0.095542789
            2.8      23.010017    0.074595632      20.541343     0.06677575      25.220962    0.083380525
              3      17.012099    0.064252208      15.178815    0.057403367      18.659537    0.071739205
            3.2      12.404895    0.054953118      11.075867    0.049409594      13.590939       0.063072
            3.4       8.825505    0.046426615      7.8620448    0.041400425      9.7056861    0.051814563
            3.6      6.1541005    0.038855097      5.4868729    0.034654863      6.7598849    0.043543084
            3.8      4.2768459     0.03232574      3.8149526    0.028879411      4.6954409    0.036004569
              4      4.2768459     0.03232574      3.8149526    0.028879411      4.6954409    0.036004569
