#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.18016352   0.0070332391     0.14755681   0.0057305261     0.21712066   0.0088288067
           -3.8     0.30539869   0.0090382049      0.2537621   0.0074517515     0.36049683    0.011097169
           -3.6     0.51417705     0.01163779     0.43048355   0.0096687958     0.60278709    0.014290141
           -3.4     0.89865286    0.015302143     0.75889882    0.012786657       1.041804    0.018579995
           -3.2      1.5032382    0.019648354       1.275691    0.016557288      1.7358974     0.02357217
             -3       2.427786    0.024977863      2.0798504    0.021245837       2.769665    0.029729612
           -2.8       3.963508     0.03180626      3.4203095    0.027271145      4.4868433    0.037382133
           -2.6      6.2094123    0.039609466      5.3922333    0.034218635      6.9781615    0.046026009
           -2.4      9.3588005    0.048313252      8.1961826    0.042205657      10.411865      0.0557449
           -2.2      14.171304    0.059126961      12.484316    0.052045922      15.661601    0.067632424
             -2         20.961    0.071578054      18.608797    0.064468207      22.947415    0.083611126
           -1.8      30.417611    0.085748027      27.094622    0.076909635      33.201128    0.098018896
           -1.6      43.732483     0.10225735      39.119297    0.091535597      47.528543     0.11357128
           -1.4      61.415953     0.12054143      55.117254     0.10832267      66.516967      0.1333039
           -1.2      84.381465      0.1404369       75.89377     0.12663069      91.203916     0.15519849
             -1      113.08594     0.16145183      101.82044     0.14577104      122.16691     0.17805309
           -0.8      145.60519     0.18182152      131.23705     0.16670056      157.16682     0.20603696
           -0.6      179.66003     0.20035559      161.84612      0.1811659      194.19093     0.22120854
           -0.4      208.29743     0.21434942      187.65323     0.19361042      225.18455     0.23614285
           -0.2      225.49224     0.22216465      203.08956     0.20068932      243.90621     0.24512665
              0      225.32422     0.22206772      202.94268     0.20068258      243.71947     0.24520889
            0.2      208.45209     0.21441467      187.72123     0.19344343      225.49029     0.23571458
            0.4      180.15989     0.20064106      162.25626     0.18112346      194.80254     0.22082533
            0.6       145.9303     0.18200396      131.44119     0.16459249      157.69521     0.20123513
            0.8      113.50092     0.16172622      102.18571     0.14877196      122.63154     0.18794224
              1      84.743688     0.14073076      76.167576     0.12664269      91.694446     0.15510195
            1.2      61.557515     0.12067223      55.193893     0.10835896      66.760643     0.13391402
            1.4      43.638859     0.10215074      39.017025    0.091504158      47.453575     0.11417151
            1.6       30.60811    0.085998866      27.254629    0.076827726      33.430195    0.096964358
            1.8      21.088125    0.071743683      18.677393    0.063517859      23.169998    0.081196652
              2      14.287589     0.05942719      12.571054    0.052196037      15.823101    0.067878783
            2.2      9.4472647    0.048584379      8.2656759      0.0425182      10.525792    0.056649197
            2.4      6.1042204    0.039322358      5.2917008     0.03387104      6.8798494    0.045951227
            2.6      3.9123564    0.031561157      3.3664142    0.027023899      4.4486052    0.037115502
            2.8      2.4723786    0.025199881      2.1135849    0.021381721      2.8305668    0.029964709
              3      1.5097817    0.019694954      1.2842092    0.016662253      1.7372871    0.023586149
            3.2     0.90603831    0.015357797     0.76352305    0.012887971      1.0543958    0.018873004
            3.4     0.53649378    0.011938384     0.44791043   0.0099157133      0.6313695    0.014771297
            3.6     0.29684564   0.0089020834     0.24676373   0.0073352395     0.35003418    0.010931032
            3.8     0.16039385   0.0066779287     0.13217253    0.005421233     0.19110749   0.0083443776
              4     0.16039385   0.0066779287     0.13217253    0.005421233     0.19110749   0.0083443776
