#        pttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.18608518  0.00094826723     0.16692011   0.0008535573     0.20363498   0.0010557673
             10     0.53934657   0.0016071694     0.48313084    0.001451156     0.59151784   0.0018095421
             20      0.8716374   0.0020356099     0.77952053   0.0018262243     0.95818739   0.0022659075
             30      1.1860993   0.0023668116      1.0599246   0.0021194572      1.3050142    0.002627207
             40      1.4617731   0.0026183852      1.3058103   0.0023438066      1.6087452   0.0029061837
             50      1.6952487   0.0028120388      1.5145434   0.0025173716      1.8646882   0.0031166623
             60      1.8798308   0.0029549338      1.6798312   0.0026460564      2.0660958   0.0032767843
             70      2.0246162    0.003062199      1.8094319    0.002741731      2.2236011   0.0033901037
             80      2.1224393   0.0031315508      1.8974261   0.0028116425      2.3286557   0.0034923123
             90      2.1763557   0.0031695707      1.9463514    0.002839594      2.3851828   0.0035020782
            100      2.1926296   0.0031807987      1.9613702   0.0028501605      2.4007463   0.0035111838
            110      2.1676605   0.0031634119      1.9403517   0.0028366599      2.3694281   0.0034868218
            120      2.1177071   0.0031284001      1.8968431   0.0028085806       2.311149   0.0034501528
            130      2.0443577   0.0030771294      1.8318584     0.00276771      2.2281996   0.0034084161
            140      1.9529229   0.0030099366      1.7513691   0.0027044516      2.1245549   0.0033080658
            150      1.8468073   0.0029313022      1.6570621   0.0026349565      2.0061326   0.0032194714
            160      1.7363094   0.0028460452       1.559085   0.0025675486      1.8826762   0.0031543429
            170      1.6263424   0.0027576132      1.4601772   0.0024802548      1.7627818   0.0030226766
            180      1.5020375   0.0026542932      1.3504943   0.0023913745      1.6233175   0.0029106439
            190      1.3939132   0.0025603277      1.2535712   0.0023066294      1.5049998   0.0028029411
            200       1.275474   0.0024529652      1.1480734   0.0022123607      1.3744675   0.0026866882
            210      1.1679864   0.0023503889      1.0519458    0.002120644      1.2566177   0.0025735722
            220      1.0596895   0.0022420323     0.95512485   0.0020276949      1.1381596    0.002466862
            230     0.96934069   0.0021466267     0.87432901   0.0019433782      1.0392774     0.00236535
            240     0.87991597   0.0020475262     0.79414403    0.001855938     0.94195521   0.0022515012
            250     0.79673781   0.0019505668     0.71959594   0.0017653151     0.85150291   0.0021384654
            260     0.72033441    0.001856849     0.65189186   0.0017648299     0.76687318   0.0022312578
            270     0.65090087    0.001767827      0.5886026   0.0016007595     0.69358763      0.0019399
