#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      6.6961477    0.040627753      5.7322475    0.035071277      7.7186333    0.048856489
           -3.8      8.3846014     0.04539629      7.2033926    0.038928283      9.6246646    0.053158085
           -3.6      10.480179    0.050653319      9.0279151    0.043594136      11.995961    0.059014311
           -3.4      12.970286     0.05630381      11.212657    0.048624409      14.779169    0.065463928
           -3.2        16.0742    0.062596837      13.967173    0.054330393      18.196666    0.072255992
             -3       19.62668    0.069013872      17.115677    0.060148202      22.118991    0.079210431
           -2.8       24.09694     0.07630966      21.092713    0.066831204      27.016273    0.087331157
           -2.6      29.345342    0.084046185      25.804662    0.074162116      32.707596    0.096374878
           -2.4      35.580844    0.092400634      31.404312    0.081544723      39.463615     0.10444332
           -2.2       42.99855     0.10133953      38.113224    0.089861845      47.425041      0.1140121
             -2      50.920908     0.11004656        45.3059    0.097928334      55.888571      0.1229096
           -1.8      59.943954     0.11909522      53.577202     0.10711597      65.380393     0.13485455
           -1.6      69.507938     0.12791921      62.336821     0.11523029      75.473144     0.14302833
           -1.4      79.810015     0.13671497      71.855278     0.12346946      86.213917     0.15133567
           -1.2      90.380103     0.14505726      81.636796     0.13123806      97.209676     0.15889757
             -1      100.24383     0.15237245      90.830456     0.14112092      107.37741     0.17558283
           -0.8      109.42719     0.15881178      99.326946     0.14446147      116.94814     0.17236506
           -0.6      116.77797     0.16373515      106.24204     0.14934422      124.40872     0.17724266
           -0.4      121.94634      0.1670981      111.05729     0.15266619      129.77175     0.18078516
           -0.2      124.55485     0.16876314      113.53054     0.15455461      132.37749     0.18327663
              0      124.90257     0.16898019      113.81163     0.15437183      132.81822     0.18217076
            0.2      122.02209      0.1671538      111.16434     0.15270824      129.77733     0.18049315
            0.4      116.75311     0.16370546      106.21717     0.14972936      124.39782     0.17826554
            0.6      109.42955     0.15880136      99.389685     0.14458171      116.85128     0.17238624
            0.8      100.14302     0.15228959      90.720481     0.13834815       107.2977     0.16654726
              1      90.543067     0.14517214      81.754263     0.13127446      97.443344     0.15889848
            1.2      79.964149     0.13682276      71.987382     0.12347946      86.390629     0.15103171
            1.4      69.843228       0.128231      62.683634     0.11859311      75.758599     0.15018957
            1.6      59.853321     0.11901467      53.494266     0.10661526      65.280259      0.1330256
            1.8       50.90281     0.11002942      45.296177    0.098059182      55.855449     0.12361853
              2      42.771356     0.10111324      37.916282    0.089723476      47.161753     0.11402723
            2.2      35.628203    0.092471318      31.475389    0.083209644       39.46005     0.10991464
            2.4      29.453056    0.084220329      25.887356    0.074020409      32.852415    0.095727567
            2.6      24.164645    0.076404958      21.157608    0.066897774      27.087983    0.087313134
            2.8      19.706684    0.069145811      17.182359    0.060228155      22.210621    0.079483571
              3      16.103141    0.062578551      13.986613    0.054312716      18.240002    0.072139532
            3.2      12.964861     0.05625681      11.216699    0.048610835      14.756521    0.065179739
            3.4      10.454314    0.050568772      9.0077049    0.043580138      11.962075     0.05913062
            3.6      8.3520446    0.045304438      7.1772255    0.038850088        9.58361    0.053122927
            3.8      6.7396134    0.040821174      5.7637238    0.034831053      7.7811126    0.048133814
              4      6.7396134    0.040821174      5.7637238    0.034831053      7.7811126    0.048133814
