#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00072288575   0.0005387803  0.00066244139  0.00059185977  0.00074805385  0.00054694987
           -3.8    0.020012739   0.0023228698    0.016824164    0.001961955    0.023657767   0.0028111137
           -3.6     0.12589105   0.0056619889     0.10683344   0.0047772141     0.14597368   0.0068435861
           -3.4      0.5117061     0.01139429     0.43896549   0.0097547543      0.5843237    0.013411287
           -3.2      1.4834658    0.019305437      1.2984168    0.017223814      1.6468792    0.024240718
             -3      3.4839503    0.029473579      3.0528807    0.025810682      3.8769171    0.033926884
           -2.8       7.015848    0.041713066      6.1966033    0.036849935      7.7346127     0.04827048
           -2.6      12.541228    0.055511124      11.152148    0.049336039      13.722082    0.062642908
           -2.4       20.52686    0.070716511      18.332479    0.063554128      22.360321    0.080382528
           -2.2      30.745152    0.086328233      27.529368    0.077302792      33.406011    0.096029092
             -2      43.025577     0.10163588      38.618504    0.091458699      46.634436     0.11341764
           -1.8      57.630633     0.11703269      51.745806     0.10527649      62.489717     0.12974291
           -1.6      73.208104     0.13133365      65.812366     0.11827141      79.265295       0.145149
           -1.4      89.262554     0.14437953      80.299785     0.13009084      96.575444      0.1592349
           -1.2      105.64501     0.15640849      95.015165     0.14118918      114.36673     0.17329262
             -1      120.72694     0.16658766      108.59411     0.15009826      130.67057     0.18349614
           -0.8      134.11462     0.17500181       120.6338     0.15779273      145.15416     0.19308733
           -0.6        144.915     0.18144728      130.35651     0.16414551      156.82197     0.20193424
           -0.4      152.37323      0.1857133      136.99617     0.16728416      165.01048     0.20441506
           -0.2      156.08919     0.18780922      140.35673     0.16949121      168.98671     0.20797035
              0      156.44836     0.18801184      140.64327     0.16957226      169.44822      0.2081804
            0.2      152.48323     0.18578073      137.12214     0.16956739       165.0774     0.21207921
            0.4       145.0136     0.18148856      130.37525     0.16370944      157.06935     0.20092404
            0.6      134.20081      0.1750343      120.70174     0.16020287      145.27501     0.19867216
            0.8      120.47077     0.16643487       108.3496     0.15003479      130.40766     0.18362623
              1      105.44814     0.15628043      94.837123     0.14075329      114.15282     0.17201221
            1.2      89.437449      0.1445099      80.426633     0.13043867      96.831511     0.16008323
            1.4      73.368328     0.13150026      65.956532     0.11850529      79.440292     0.14578102
            1.6       57.43082     0.11686089      51.586408      0.1051028      62.232124     0.12938906
            1.8      43.176189     0.10180404      38.736107    0.091738363      46.823688     0.11453803
              2      30.645148    0.086140766      27.421594    0.077080904       33.33737    0.095971934
            2.2      20.500501    0.070682979      18.304544    0.063145917      22.338847    0.079188807
            2.4      12.710333    0.055914508      11.283066    0.049611555      13.942091    0.063334365
            2.6      7.1294152    0.041976062      6.3060322     0.03726753      7.8457598    0.048489125
            2.8      3.5147579    0.029614933      3.0854202    0.026204088      3.8992991    0.035713151
              3      1.4992553    0.019444967      1.2990876    0.017198903      1.6912755    0.024445299
            3.2      0.4834253    0.011110891     0.41619882   0.0094897811     0.54866721     0.01331867
            3.4     0.13430779   0.0058379193     0.11529099   0.0050176568     0.15295887   0.0068894713
            3.6    0.021765494   0.0023200323    0.018387215   0.0020306702    0.025272644   0.0027055421
            3.8  0.00024096192  0.00024094988  0.00020502785   0.0002050176  0.00027869033   0.0002786764
              4  0.00024096192  0.00024094988  0.00020502785   0.0002050176  0.00027869033   0.0002786764
