# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      115.45936     0.16343123       103.6011     0.14712435      125.11875     0.18214449
            0.2      114.31567     0.16261122      102.56632     0.14612534      123.92226     0.18007065
            0.4      112.70542     0.16142514      101.12067      0.1454061      122.19712     0.17992577
            0.6      111.57531      0.1605662      100.12773     0.14445251      120.96341     0.17815666
            0.8      111.45945     0.16048447      100.02854     0.14443955      120.86641     0.17817017
              1      112.75144     0.16129051      101.18061     0.14528419      122.31632     0.17915518
            1.2      115.08477     0.16288081      103.27413     0.14657191      124.87906      0.1803309
            1.4       120.3415     0.16633297      108.03034       0.152271      130.55661     0.19281197
            1.6      127.50103     0.17093585      114.43876     0.15372819      138.39358     0.18889999
            1.8      137.74734     0.17728902      123.65856     0.15940968      149.51692     0.19558639
              2        150.705     0.18490469      135.35022     0.16656845      163.51432      0.2047092
            2.2      167.14689     0.19403276      150.17013     0.17460014      181.29757     0.21389659
            2.4      187.80306      0.2047596      168.85028      0.1850397      203.48915     0.22849465
            2.6      212.37011     0.21657126      191.02157     0.19507123      229.96366     0.23890466
            2.8      235.03372     0.22680708       211.7207     0.20466777      253.87267     0.25083338
              3      175.56297     0.19882317      158.39955     0.18206292      189.14954     0.22517275
            3.2      175.56297     0.19882317      158.39955     0.18206292      189.14954     0.22517275
