# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      8.3084161    0.044730656      7.3875717    0.039830358      9.1553805    0.049685681
            0.2       23.67884    0.075281289      21.060862    0.067190487      26.069304    0.084317205
            0.4      35.864913    0.092426574        31.8789    0.082448049      39.502439     0.10375997
            0.6      44.209614     0.10245345      39.255484    0.091112394      48.741544     0.11434463
            0.8      49.713705     0.10852228      44.110773    0.096431038      54.838478     0.12116611
              1      53.155239     0.11216959      47.197338     0.10395755      58.540134     0.13934376
            1.2      56.580217     0.11567684      50.186541      0.1028603      62.387425     0.12976135
            1.4      60.949006     0.11997112      54.063197     0.10664156      67.179734     0.13445543
            1.6      66.731853     0.12539597      59.230264     0.11196444      73.473233     0.14202115
            1.8      75.994833     0.13351598      67.505549      0.1189769       83.57144     0.14978659
              2      90.632451     0.14537096      80.578628     0.12943871      99.543373     0.16215654
            2.2      113.59831     0.16190949       101.1266     0.14431185      124.54159     0.18022336
            2.4      152.29269     0.18585376      135.82981     0.16659181      166.52738      0.2088536
            2.6      223.11716     0.22131897      199.46389     0.19812369      243.23576     0.24567964
            2.8      375.96729     0.27668253      337.55846     0.25023519      407.64635     0.30968112
              3      676.02334     0.34156042      614.20261     0.31123077      722.26461     0.37602181
            3.2        158.553     0.18986815      144.42891     0.17389514      168.32729     0.20972462
            3.4      31.958898    0.088051581      29.096372    0.080645477      33.812335    0.097569231
            3.6      7.6671733    0.043486654      7.0031204    0.039668714      8.0376633    0.047495029
            3.8      1.8923568     0.02165848       1.743068    0.019952669      1.9509544     0.02349994
              4     0.48813493     0.01099044     0.45410784    0.010205943     0.50143655    0.011396849
            4.2      0.1328145   0.0057442614     0.12670489   0.0054971803       0.135607   0.0058961475
            4.4    0.038791642   0.0030947824    0.036783723   0.0031464475    0.039461353   0.0031720739
            4.6    0.010841673    0.001616094    0.010003784     0.00160974    0.011012423   0.0016471602
            4.8   0.0016867334  0.00063749345   0.0015258694  0.00058026932   0.0017663419  0.00067795298
              5   0.0016867334  0.00063749345   0.0015258694  0.00058026932   0.0017663419  0.00067795298
