#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      115.27306     0.16340477      103.42605     0.14682655      124.92774     0.18142237
            0.2      113.62887     0.16220914      101.95922     0.14570331      123.14157     0.17991336
            0.4      112.40884     0.16124944      100.85618     0.14506584      121.86372     0.17911972
            0.6      111.35035     0.16046256      99.967247      0.1472328      120.62892     0.18785712
            0.8      110.62744     0.15992226      99.238803     0.14393586       120.0379     0.17734617
              1      112.26958     0.16101006      100.75683     0.14544043      121.76986     0.18039683
            1.2      115.23653     0.16298003      103.41792     0.14878337      125.04377     0.18520516
            1.4      120.19873     0.16627235      107.88378     0.14959802      130.42819     0.18410915
            1.6      127.71008     0.17108839      114.61826     0.15385852      138.64331     0.18919457
            1.8      137.71244     0.17724086      123.69057     0.16003812      149.37065     0.19761879
              2      150.40189     0.18472198      135.03325     0.16607158      163.27053     0.20354377
            2.2       167.8682     0.19436687       150.7951     0.17485123      182.11756     0.21415088
            2.4      188.55843     0.20513364      169.50813      0.1847854      204.35942     0.22659519
            2.6      212.32739      0.2165261      191.03741     0.19561252      229.80738     0.24064341
            2.8      235.99485     0.22712683      212.58854     0.20502514      254.93634     0.25080399
              3      175.99633     0.19898554      158.76192       0.180094      189.67047     0.22034619
            3.2      175.99633     0.19898554      158.76192       0.180094      189.67047     0.22034619
