#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.3900056    0.028611948        3.00319     0.02540896      3.7836581    0.032219175
            0.2      9.8721551    0.048698921      8.7743878    0.043400643      10.961545    0.054489724
            0.4      16.241714    0.062381021      14.473232    0.055752547      17.957859    0.069476931
            0.6       22.38451    0.073155457       19.99393    0.065530027      24.659211    0.081269138
            0.8      28.862466    0.082937561      25.827769       0.074417      31.698145    0.091752248
              1      35.635285    0.092042736      31.907242    0.082607624      39.085273     0.10171866
            1.2      43.263249     0.10125226      38.810565    0.091087739      47.301083     0.11168066
            1.4      52.537057      0.1113498      47.158019     0.10018843      57.354129     0.12247282
            1.6      64.719302      0.1232694      58.195226      0.1111329      70.429723     0.13537736
            1.8      80.846429     0.13728637      72.759995     0.12388737      87.808043     0.15054882
              2      103.22861     0.15436993      93.060632     0.13977024      111.73401     0.17008561
            2.2      135.38709     0.17551443      122.27067     0.16334012      146.02104     0.20448256
            2.4      180.98441     0.20082433      163.69455      0.1824597      194.55965     0.21978892
            2.6      245.56261     0.23044145      222.53348     0.20957559      262.89016     0.25143387
            2.8      328.81409     0.26142719      298.55567     0.23797064      350.56718     0.28476376
              3      379.22251     0.27747298      344.35342       0.252474       403.7788      0.3032275
            3.2      198.05978     0.21006685      177.66618     0.18939582      214.42474     0.23694422
            3.4      118.48375     0.16572663      105.08899     0.14741925      130.26627     0.18880203
            3.6      77.557536     0.13547055      68.219055     0.12003701      86.215814      0.1580928
            3.8      52.763846     0.11240531      46.022203    0.097932883      59.327632     0.12922284
              4      36.804898    0.094379164      31.890361    0.081593093       41.74207     0.10936815
            4.2      26.025453    0.079671305      22.419434     0.06849795      29.733435    0.093062251
            4.4      18.489544    0.067394891      15.859558    0.057685806      21.238148    0.079032285
            4.6      13.355788    0.057553986      11.394365    0.048962131      15.445275    0.068084274
            4.8      9.6203722    0.048976735      8.1935365    0.041900898      11.139049    0.059072169
              5      9.6203722    0.048976735      8.1935365    0.041900898      11.139049    0.059072169
