#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.0079611    0.031311322      3.6094813    0.028224621      4.3326077    0.034491518
           -3.8      5.7892772    0.037724471      5.2068729      0.0339351      6.2713597    0.041820178
           -3.6      8.3056642    0.044991923      7.4701663    0.040522462      8.9990134    0.049578614
           -3.4      11.734644    0.053371808      10.542268    0.048092769      12.736203    0.059001618
           -3.2      16.183691    0.062696887      14.520911    0.056314766      17.594007    0.069400184
             -3       22.09703    0.073027241       19.83644    0.065659424      24.009281    0.080800351
           -2.8      29.216977    0.083803882      26.222942    0.075350053      31.752387    0.092729135
           -2.6      37.469572    0.094750927      33.637395    0.085221239      40.709462     0.10510152
           -2.4      47.073284     0.10589706      42.235692    0.095292049      51.184082     0.11750245
           -2.2      57.062151     0.11628369      51.227291      0.1054153      61.979062      0.1311697
             -2       66.90631     0.12562867      60.035245     0.11291592      72.721254     0.13885738
           -1.8      76.026567     0.13358709      68.235358      0.1204668      82.593886     0.14897143
           -1.6      84.341449     0.14044509      75.726455     0.12625904      91.540016     0.15485763
           -1.4      90.708926     0.14543927      81.511106     0.13122229      98.288896     0.16188858
           -1.2      95.427416     0.14901611      85.763441     0.13416251      103.33927     0.16454002
             -1      98.066854     0.15095734      88.158889     0.13624593      106.12779     0.16743859
           -0.8      99.033374     0.15166931      89.041145     0.13690973      107.11447     0.16822257
           -0.6      99.121736     0.15174362      89.148648     0.13666275      107.13239     0.16719515
           -0.4      98.772024     0.15151014      88.861711     0.13648764      106.67313     0.16718957
           -0.2      98.079797     0.15097429      88.281218     0.13639066      105.84236     0.16719399
              0       98.14076     0.15104193      88.338376     0.13855092      105.90016     0.17196748
            0.2      98.444071     0.15125974      88.590182      0.1367309      106.28089      0.1681004
            0.4       99.19065     0.15179501      89.205756      0.1367607      107.20291     0.16742141
            0.6      99.097807     0.15170698      89.113679     0.13662451      107.14767     0.16721818
            0.8       98.07484     0.15094532      88.158943     0.13595628      106.14667     0.16659395
              1      95.057772     0.14874655      85.456218     0.13690664      102.89382     0.17440374
            1.2      90.732402     0.14545724      81.509279     0.13093917      98.359355     0.16087977
            1.4      84.239677      0.1403543      75.628295     0.12621234      91.434748     0.15492671
            1.6      76.100668     0.13369268      68.329384     0.12028789      82.615879     0.14805535
            1.8      66.808677     0.12551459       59.95633     0.11300179      72.599291     0.13913822
              2      56.887659     0.11611893       51.03674     0.10446065      61.856163     0.12896914
            2.2       47.03264     0.10584574      42.192139    0.095201496      51.146716     0.11753272
            2.4      37.662308    0.094929035      33.774662    0.085251251      40.981313     0.10492375
            2.6      29.255488    0.083842463      26.229917    0.075327043      31.842497    0.092896043
            2.8      22.061326    0.072975434      19.798449    0.065588348      23.980121    0.080796675
              3      16.403873    0.063068844      14.716576    0.056667368      17.842232    0.069815492
            3.2      11.780062    0.053518494      10.577944    0.048127996      12.796545    0.059156216
            3.4      8.2656879    0.044916029      7.4174596    0.040661779      8.9855862    0.050625726
            3.6      5.7548972    0.037554116      5.1722724    0.033776366      6.2422286    0.041522017
            3.8      4.0363678    0.031497377       3.631513    0.028445158      4.3679295    0.035397903
              4      4.0363678    0.031497377       3.631513    0.028445158      4.3679295    0.035397903
