#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.13927038              0     0.13464156              0      0.1438992              0
           -3.8     0.23826998              0     0.22749497              0     0.24904499              0
           -3.6     0.35814559              0     0.35194582              0     0.36434536              0
           -3.4     0.52018999              0     0.51383544              0     0.52654454              0
           -3.2     0.78081414              0     0.77167437              0     0.78995391              0
             -3       1.092347              0      1.0837427              0      1.1009513              0
           -2.8      1.5181314              0      1.5081053              0      1.5281575              0
           -2.6      2.0862636              0      2.0753647              0      2.0971625              0
           -2.4      2.8081562              0      2.7964211              0      2.8198913              0
           -2.2      3.7054407              0      3.6927233              0      3.7181581              0
             -2      4.8182335              0      4.8051743              0      4.8312927              0
           -1.8      6.1910887              0      6.1766444              0       6.205533              0
           -1.6      7.8339033              0      7.8183198              0      7.8494868              0
           -1.4      9.6123422              0      9.5961024              0       9.628582              0
           -1.2      11.666873              0      11.649346              0        11.6844              0
             -1      13.690143              0      13.671773              0      13.708513              0
           -0.8      15.704909              0        15.6857              0      15.724118              0
           -0.6      17.467966              0      17.448007              0      17.487925              0
           -0.4      18.789185              0      18.768618              0      18.809752              0
           -0.2      19.488245              0      19.467458              0      19.509032              0
              0      19.522972              0      19.502151              0      19.543793              0
            0.2      18.795735              0      18.775173              0      18.816297              0
            0.4      17.457841              0      17.437824              0      17.477858              0
            0.6      15.687807              0      15.668553              0      15.707061              0
            0.8      13.674676              0      13.656378              0      13.692974              0
              1      11.620246              0      11.602814              0      11.637678              0
            1.2      9.6048877              0      9.5885487              0      9.6212267              0
            1.4      7.8311875              0      7.8159866              0      7.8463884              0
            1.6      6.1973578              0       6.182783              0      6.2119326              0
            1.8       4.805788              0      4.7924193              0      4.8191567              0
              2      3.7071157              0      3.6935287              0      3.7207027              0
            2.2      2.8042826              0      2.7925229              0      2.8160423              0
            2.4      2.0858074              0      2.0748921              0      2.0967227              0
            2.6      1.5506817              0      1.5393037              0      1.5620597              0
            2.8      1.1010565              0      1.0915111              0      1.1106019              0
              3      0.7793313              0     0.77052934              0     0.78813326              0
            3.2     0.54823126              0      0.5395636              0     0.55689892              0
            3.4     0.37049148              0      0.3627697              0     0.37821326              0
            3.6     0.22482285              0     0.21993528              0     0.22971042              0
            3.8     0.14143544              0     0.13659519              0     0.14627569              0
              4     0.14143544              0     0.13659519              0     0.14627569              0
