#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00015213277              0  0.00012644599              0  0.00017781955              0
           -3.8   0.0015576666              0   0.0013632807              0   0.0017520525              0
           -3.6    0.004829432              0   0.0038599466              0   0.0057989174              0
           -3.4    0.020366897              0    0.018194156              0    0.022539638              0
           -3.2    0.068117253              0    0.065806676              0     0.07042783              0
             -3     0.15763237              0     0.14704011              0     0.16822463              0
           -2.8     0.40779985              0     0.40240825              0     0.41319145              0
           -2.6     0.79179365              0      0.7813061              0      0.8022812              0
           -2.4      1.4955625              0      1.4849244              0      1.5062006              0
           -2.2      2.5139031              0      2.5015659              0      2.5262403              0
             -2      3.9028295              0       3.886646              0       3.919013              0
           -1.8      5.6838757              0      5.6671513              0      5.7006001              0
           -1.6      7.8205263              0      7.8027338              0      7.8383188              0
           -1.4      10.133071              0      10.114877              0      10.151265              0
           -1.2      12.615822              0       12.59646              0      12.635184              0
             -1      15.025934              0      15.005324              0      15.046544              0
           -0.8      17.230782              0      17.209483              0      17.252081              0
           -0.6      19.084877              0      19.062679              0      19.107075              0
           -0.4      20.424184              0      20.401647              0      20.446721              0
           -0.2      21.092604              0      21.069902              0      21.115306              0
              0       21.11879              0      21.096156              0      21.141424              0
            0.2      20.395041              0      20.372707              0      20.417375              0
            0.4      19.075997              0      19.054012              0      19.097982              0
            0.6      17.280295              0      17.259066              0      17.301524              0
            0.8      15.040114              0      15.019555              0      15.060673              0
              1      12.602799              0       12.58351              0      12.622088              0
            1.2      10.123985              0      10.105496              0      10.142474              0
            1.4      7.7649783              0      7.7471349              0      7.7828217              0
            1.6       5.648337              0      5.6320686              0      5.6646054              0
            1.8      3.8727839              0      3.8597907              0      3.8857771              0
              2       2.495118              0      2.4824828              0      2.5077532              0
            2.2      1.5036205              0      1.4931464              0      1.5140946              0
            2.4     0.82200605              0     0.81389897              0     0.83011313              0
            2.6     0.40375257              0     0.39633069              0     0.41117445              0
            2.8     0.18146974              0     0.17113678              0      0.1918027              0
              3    0.065531194              0    0.062987395              0    0.068074993              0
            3.2    0.022862984              0    0.021273817              0    0.024452151              0
            3.4   0.0062842464              0   0.0058616833              0   0.0067068094              0
            3.6   0.0011707278              0   0.0010423586              0    0.001299097              0
            3.8  0.00016393893              0   0.0001347982              0  0.00019307966              0
              4  0.00016393893              0   0.0001347982              0  0.00019307966              0
