# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.24567662              0     0.24168493              0     0.24966831              0
           -3.8     0.34397309              0     0.34037629              0     0.34756989              0
           -3.6     0.47936642              0     0.47215424              0      0.4865786              0
           -3.4     0.65523133              0     0.64925971              0     0.66120295              0
           -3.2     0.87903196              0     0.86742307              0     0.89064085              0
             -3      1.1678628              0      1.1566091              0      1.1791165              0
           -2.8      1.6176696              0      1.6075553              0      1.6277839              0
           -2.6      2.1339322              0      2.1238174              0       2.144047              0
           -2.4      2.8181985              0      2.8054928              0      2.8309042              0
           -2.2      3.6335982              0      3.6218302              0      3.6453662              0
             -2      4.7066112              0      4.6947146              0      4.7185078              0
           -1.8       5.980738              0      5.9673089              0      5.9941671              0
           -1.6      7.5015297              0      7.4869809              0      7.5160785              0
           -1.4      9.2833511              0      9.2674726              0      9.2992296              0
           -1.2      11.257453              0      11.240052              0      11.274854              0
             -1      13.387012              0      13.367946              0      13.406078              0
           -0.8      15.522526              0      15.502157              0      15.542895              0
           -0.6      17.438535              0      17.416565              0      17.460505              0
           -0.4      18.956612              0      18.933243              0      18.979981              0
           -0.2      19.802813              0      19.777789              0      19.827837              0
              0      19.821486              0      19.796981              0      19.845991              0
            0.2      18.975405              0      18.951604              0      18.999206              0
            0.4      17.490084              0       17.46786              0      17.512308              0
            0.6      15.496876              0      15.476393              0      15.517359              0
            0.8      13.375784              0      13.357248              0       13.39432              0
              1       11.30802              0      11.290854              0      11.325186              0
            1.2      9.2657554              0      9.2497235              0      9.2817873              0
            1.4      7.5265562              0      7.5121355              0      7.5409769              0
            1.6      5.9830605              0      5.9698121              0      5.9963089              0
            1.8      4.7127943              0      4.7009918              0      4.7245968              0
              2      3.6534051              0      3.6418555              0      3.6649547              0
            2.2      2.8084555              0       2.797545              0       2.819366              0
            2.4      2.1303976              0      2.1210508              0      2.1397444              0
            2.6       1.606622              0      1.5948102              0      1.6184338              0
            2.8      1.2175496              0      1.2084591              0      1.2266401              0
              3     0.88194746              0     0.87387156              0     0.89002336              0
            3.2      0.6502888              0     0.64431531              0     0.65626229              0
            3.4      0.4772095              0     0.47243544              0     0.48198356              0
            3.6     0.33840328              0     0.33146389              0     0.34534267              0
            3.8     0.25254108              0     0.24225356              0      0.2628286              0
              4     0.25254108              0     0.24225356              0      0.2628286              0
