#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.962044              0      13.936671              0      13.987417              0
            0.2      13.758059              0      13.734094              0      13.782024              0
            0.4      13.479837              0      13.455719              0      13.503955              0
            0.6      13.286218              0      13.265123              0      13.307313              0
            0.8      13.163607              0      13.144507              0      13.182707              0
              1      13.181681              0      13.163321              0      13.200041              0
            1.2       13.51574              0      13.498022              0      13.533458              0
            1.4       14.00967              0      13.991893              0      14.027447              0
            1.6       14.82781              0      14.809444              0      14.846176              0
            1.8      15.974357              0      15.956367              0      15.992347              0
              2      17.526523              0      17.506954              0      17.546092              0
            2.2      19.616668              0      19.595724              0      19.637612              0
            2.4      22.313137              0      22.290073              0      22.336201              0
            2.6      25.704949              0      25.676945              0      25.732953              0
            2.8      29.676146              0       29.64258              0      29.709712              0
              3      22.904881              0      22.869348              0      22.940414              0
            3.2      22.904881              0      22.869348              0      22.940414              0
