#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.37411029              0     0.37109923              0     0.37712135              0
           -3.8       0.549277              0     0.54552863              0     0.55302537              0
           -3.6     0.79167877              0     0.78727561              0     0.79608193              0
           -3.4      1.1493023              0      1.1438585              0      1.1547461              0
           -3.2      1.6231093              0      1.6165346              0       1.629684              0
             -3      2.2458228              0      2.2375262              0      2.2541194              0
           -2.8      3.0134504              0      3.0040538              0       3.022847              0
           -2.6      3.9672673              0      3.9556333              0      3.9789013              0
           -2.4      5.0996995              0      5.0867142              0      5.1126847              0
           -2.2      6.3399799              0      6.3259638              0       6.353996              0
             -2      7.5844544              0      7.5693957              0      7.5995131              0
           -1.8      8.9029068              0      8.8858741              0      8.9199395              0
           -1.6      10.034147              0      10.016741              0      10.051553              0
           -1.4      11.079942              0      11.060907              0      11.098977              0
           -1.2      11.814632              0      11.795171              0      11.834093              0
             -1      12.284428              0      12.263118              0      12.305738              0
           -0.8       12.63146              0      12.607968              0      12.654952              0
           -0.6      12.728724              0      12.707004              0      12.750444              0
           -0.4      12.745447              0      12.724658              0      12.766236              0
           -0.2      12.750486              0      12.730418              0      12.770554              0
              0      12.735395              0      12.715406              0      12.755384              0
            0.2      12.709895              0      12.688107              0      12.731683              0
            0.4      12.747524              0      12.728001              0      12.767047              0
            0.6      12.632503              0      12.612595              0      12.652411              0
            0.8      12.330102              0      12.311139              0      12.349065              0
              1      11.808994              0      11.789893              0      11.828095              0
            1.2      11.016656              0      10.998821              0      11.034491              0
            1.4      10.070119              0      10.052176              0      10.088062              0
            1.6      8.8800084              0      8.8638726              0      8.8961442              0
            1.8      7.5996797              0      7.5841072              0      7.6152522              0
              2      6.3110238              0      6.2975694              0      6.3244782              0
            2.2      5.0707188              0      5.0585838              0      5.0828538              0
            2.4       3.983965              0      3.9733317              0      3.9945983              0
            2.6      3.0096342              0      3.0002005              0      3.0190679              0
            2.8      2.2255453              0      2.2176644              0      2.2334262              0
              3      1.6146336              0      1.6080696              0      1.6211976              0
            3.2      1.1374301              0      1.1318652              0       1.142995              0
            3.4     0.79144992              0     0.78691086              0     0.79598898              0
            3.6      0.5554823              0     0.55153203              0     0.55943257              0
            3.8     0.38091185              0     0.37763815              0     0.38418555              0
              4     0.38091185              0     0.37763815              0     0.38418555              0
