#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.2696306              0      1.2558977              0      1.2833635              0
            0.2      1.2997197              0      1.2868061              0      1.3126333              0
            0.4      1.4108739              0      1.3993703              0      1.4223775              0
            0.6      1.6161798              0      1.6078223              0      1.6245373              0
            0.8      1.9219835              0      1.9142803              0      1.9296867              0
              1      2.3359579              0      2.3242981              0      2.3476177              0
            1.2      2.9968205              0      2.9877131              0      3.0059279              0
            1.4      3.9891519              0      3.9791164              0      3.9991874              0
            1.6      5.4870575              0      5.4764654              0      5.4976496              0
            1.8      7.8502224              0      7.8375596              0      7.8628852              0
              2      11.701496              0      11.686277              0      11.716715              0
            2.2      18.141075              0      18.121918              0      18.160232              0
            2.4      28.933334              0      28.908385              0      28.958283              0
            2.6      46.822341              0      46.788959              0      46.855723              0
            2.8      73.422219              0      73.375812              0      73.468626              0
              3      67.703264              0      67.653071              0      67.753457              0
            3.2      67.703264              0      67.653071              0      67.753457              0
