#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   -0.030298806              0   -0.035653031              0   -0.024944581              0
           -3.8   -0.026583979              0   -0.032048153              0   -0.021119805              0
           -3.6    -0.01385908              0   -0.018650639              0  -0.0090675208              0
           -3.4      0.0158896              0    0.005139294              0    0.026639906              0
           -3.2    0.078473457              0    0.071538089              0    0.085408825              0
             -3      0.1817999              0     0.17360341              0     0.18999639              0
           -2.8     0.33581627              0     0.32714786              0     0.34448468              0
           -2.6     0.60795204              0     0.59822297              0     0.61768111              0
           -2.4      1.0247754              0      1.0138675              0      1.0356833              0
           -2.2      1.6288128              0      1.6177161              0      1.6399095              0
             -2      2.5026145              0      2.4906702              0      2.5145588              0
           -1.8      3.7854596              0      3.7723715              0      3.7985477              0
           -1.6      5.5020182              0      5.4878743              0      5.5161621              0
           -1.4      7.7293245              0      7.7140412              0      7.7446078              0
           -1.2      10.597913              0      10.581045              0      10.614781              0
             -1      13.996292              0      13.977864              0       14.01472              0
           -0.8        17.7009              0      17.680984              0      17.720816              0
           -0.6       21.47739              0      21.455709              0      21.499071              0
           -0.4       24.71296              0      24.689691              0      24.736229              0
           -0.2      26.720338              0      26.696221              0      26.744455              0
              0      26.787574              0      26.763379              0      26.811769              0
            0.2      24.700262              0      24.676975              0      24.723549              0
            0.4      21.440212              0      21.418527              0      21.461897              0
            0.6      17.694723              0      17.674768              0      17.714678              0
            0.8      13.972631              0      13.954431              0      13.990831              0
              1      10.567114              0      10.550368              0       10.58386              0
            1.2      7.7728905              0      7.7574974              0      7.7882836              0
            1.4      5.4742806              0      5.4603038              0      5.4882574              0
            1.6      3.7867095              0      3.7727015              0      3.8007175              0
            1.8      2.4956062              0      2.4832494              0       2.507963              0
              2      1.6277127              0      1.6162138              0      1.6392116              0
            2.2      1.0345612              0      1.0239498              0      1.0451726              0
            2.4     0.62654259              0     0.61575092              0     0.63733426              0
            2.6      0.3558515              0     0.34628003              0     0.36542297              0
            2.8     0.18336148              0     0.17426892              0     0.19245404              0
              3    0.089512286              0     0.08074749              0    0.098277082              0
            3.2   0.0072242824              0   0.0014809653              0    0.012967599              0
            3.4   -0.012234665              0   -0.017834006              0  -0.0066353243              0
            3.6   -0.033547605              0   -0.039179227              0   -0.027915983              0
            3.8   -0.028096107              0   -0.035359313              0   -0.020832901              0
              4   -0.028096107              0   -0.035359313              0   -0.020832901              0
