#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      0.3640376              0     0.36091548              0     0.36715972              0
            0.2     0.84671262              0     0.84186917              0     0.85155607              0
            0.4      1.2231236              0      1.2174136              0      1.2288336              0
            0.6      1.5378745              0      1.5317804              0      1.5439686              0
            0.8      1.8376355              0      1.8313342              0      1.8439368              0
              1      2.2116684              0      2.2050087              0      2.2183281              0
            1.2      2.7142261              0      2.7070375              0      2.7214147              0
            1.4      3.4580528              0      3.4500471              0      3.4660585              0
            1.6      4.6356723              0      4.6264551              0      4.6448895              0
            1.8      6.4624695              0      6.4516043              0      6.4733347              0
              2       9.402415              0      9.3892849              0      9.4155451              0
            2.2       14.36851              0      14.352227              0      14.384793              0
            2.4      22.669291              0      22.648789              0      22.689793              0
            2.6      36.554784              0      36.528536              0      36.581032              0
            2.8      58.448363              0       58.41435              0      58.482376              0
              3      73.330376              0      73.288872              0       73.37188              0
            3.2      23.417666              0      23.387006              0      23.448326              0
            3.4      8.1659394              0      8.1415515              0      8.1903273              0
            3.6       3.233195              0      3.2127559              0      3.2536341              0
            3.8      1.3447149              0      1.3261337              0      1.3632961              0
              4     0.49058818              0     0.47060996              0      0.5105664              0
            4.2     0.18375004              0     0.16816968              0      0.1993304              0
            4.4    0.056912476              0    0.043419437              0    0.070405515              0
            4.6   -0.013715663              0   -0.026198052              0   -0.001233274              0
            4.8   -0.009259065              0   -0.015819082              0  -0.0026990477              0
              5   -0.009259065              0   -0.015819082              0  -0.0026990477              0
