#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.15178885              0     0.14975624              0     0.15382146              0
            0.2      0.3991075              0       0.395916              0       0.402299              0
            0.4     0.64516342              0     0.64118956              0     0.64913728              0
            0.6     0.90331859              0     0.89868531              0     0.90795187              0
            0.8      1.2005805              0       1.195403              0       1.205758              0
              1      1.5590592              0      1.5533435              0      1.5647749              0
            1.2      2.0679751              0      2.0615049              0      2.0744453              0
            1.4      2.7812853              0      2.7738792              0      2.7886914              0
            1.6      3.8294522              0      3.8208831              0      3.8380213              0
            1.8      5.4805089              0      5.4703135              0      5.4907043              0
              2      8.1040122              0      8.0916688              0      8.1163556              0
            2.2      12.566114              0      12.550717              0      12.581511              0
            2.4      20.142499              0      20.123012              0      20.161986              0
            2.6      33.052659              0      33.027551              0      33.077767              0
            2.8      53.864941              0      53.832182              0        53.8977              0
              3        70.2676              0      70.227332              0      70.307868              0
            3.2      29.555134              0      29.523771              0      29.586497              0
            3.4      14.046476              0      14.021428              0      14.071524              0
            3.6      7.4514149              0      7.4298122              0      7.4730176              0
            3.8      4.1582683              0      4.1394069              0      4.1771297              0
              4       2.329685              0      2.3137281              0      2.3456419              0
            4.2      1.2956412              0      1.2815071              0      1.3097753              0
            4.4     0.71024664              0     0.69743892              0     0.72305436              0
            4.6     0.34739532              0     0.33469612              0     0.36009452              0
            4.8     0.17922145              0     0.17193768              0     0.18650522              0
              5     0.17922145              0     0.17193768              0     0.18650522              0
