#        pttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    0.014170457              0    0.014081819              0    0.014259095              0
             10    0.042372621              0     0.04221841              0    0.042526832              0
             20    0.068855926              0    0.068666365              0    0.069045487              0
             30     0.09393673              0    0.093709403              0    0.094164057              0
             40     0.11716352              0     0.11690898              0     0.11741806              0
             50     0.13799142              0     0.13772816              0     0.13825468              0
             60     0.15659038              0     0.15629888              0     0.15688188              0
             70     0.17395295              0     0.17368773              0     0.17421817              0
             80     0.18760025              0     0.18723328              0     0.18796722              0
             90     0.19928884              0     0.19899566              0     0.19958202              0
            100     0.20836174              0     0.20803439              0     0.20868909              0
            110     0.21411519              0     0.21375767              0     0.21447271              0
            120     0.21717724              0     0.21687527              0     0.21747921              0
            130     0.21841218              0     0.21808812              0     0.21873624              0
            140     0.21606979              0     0.21574671              0     0.21639287              0
            150     0.21181074              0     0.21147612              0     0.21214536              0
            160     0.20623009              0     0.20589768              0      0.2065625              0
            170     0.19878248              0     0.19846124              0     0.19910372              0
            180      0.1905676              0     0.19024926              0     0.19088594              0
            190     0.18154733              0     0.18121826              0      0.1818764              0
            200     0.17155283              0     0.17123687              0     0.17186879              0
            210     0.16204449              0     0.16173852              0     0.16235046              0
            220     0.15248187              0     0.15218033              0     0.15278341              0
            230     0.14241378              0     0.14212042              0     0.14270714              0
            240     0.13210607              0     0.13181412              0     0.13239802              0
            250     0.12318232              0     0.12284421              0     0.12352043              0
            260     0.11352604              0      0.1132516              0     0.11380048              0
            270     0.10466549              0     0.10440505              0     0.10492593              0
            280    0.096347668              0    0.096086051              0    0.096609285              0
            290    0.088701959              0    0.088453501              0    0.088950417              0
            300    0.082033748              0    0.081786841              0    0.082280655              0
            310    0.075675913              0    0.075435113              0    0.075916713              0
            320    0.069131888              0    0.068899454              0    0.069364322              0
            330    0.063670801              0    0.063442458              0    0.063899144              0
            340    0.058392655              0    0.058171601              0    0.058613709              0
            350    0.053280976              0    0.053068894              0    0.053493058              0
            360    0.048882594              0    0.048667948              0     0.04909724              0
            370    0.044658467              0    0.044459741              0    0.044857193              0
            380    0.040618127              0    0.040423135              0    0.040813119              0
            390    0.037582681              0    0.037387244              0    0.037778118              0
            400    0.034169173              0    0.033980365              0    0.034357981              0
            410    0.031517615              0    0.031328424              0    0.031706806              0
            420    0.028940737              0     0.02877576              0    0.029105714              0
            430    0.026262905              0    0.026108236              0    0.026417574              0
            440    0.023817052              0    0.023667419              0    0.023966685              0
            450    0.021937723              0    0.021780123              0    0.022095323              0
            460    0.020143893              0    0.019994197              0    0.020293589              0
            470    0.018506901              0    0.018365595              0    0.018648207              0
            480     0.01686514              0    0.016723826              0    0.017006454              0
            490    0.015371655              0     0.01523978              0     0.01550353              0
            500    0.014177189              0    0.014049669              0    0.014304709              0
            510     0.01315918              0    0.013019595              0    0.013298765              0
            520    0.012133595              0    0.012012401              0    0.012254789              0
            530    0.011084782              0    0.010970107              0    0.011199457              0
            540    0.010137189              0    0.010010852              0    0.010263526              0
            550   0.0094930646              0   0.0093769646              0   0.0096091646              0
            560   0.0086760494              0   0.0085596769              0   0.0087924219              0
            570   0.0076575642              0   0.0075538008              0   0.0077613276              0
            580   0.0071623341              0   0.0070622024              0   0.0072624658              0
            590   0.0068684105              0     0.00676754              0    0.006969281              0
            600   0.0060562962              0   0.0059654282              0   0.0061471642              0
            610   0.0056395739              0   0.0055471381              0   0.0057320097              0
            620   0.0051799802              0   0.0050917663              0   0.0052681941              0
            630   0.0046830025              0   0.0045999467              0   0.0047660583              0
            640   0.0044745354              0   0.0043811595              0   0.0045679113              0
            650   0.0040153225              0   0.0039335907              0   0.0040970543              0
            660   0.0038669821              0   0.0037774723              0   0.0039564919              0
            670   0.0035961415              0   0.0035077236              0   0.0036845594              0
            680   0.0032350297              0   0.0031523394              0     0.00331772              0
            690   0.0029833486              0   0.0029092349              0   0.0030574623              0
            700   0.0027863841              0   0.0027091045              0   0.0028636637              0
            710   0.0027319645              0   0.0026511189              0   0.0028128101              0
            720   0.0024547123              0   0.0023741204              0   0.0025353042              0
            730    0.002119006              0   0.0020511277              0   0.0021868843              0
            740   0.0021477041              0   0.0020708711              0   0.0022245371              0
            750   0.0018911953              0   0.0018244124              0   0.0019579782              0
            760    0.001700254              0    0.001634923              0    0.001765585              0
            770   0.0016838587              0   0.0016127705              0   0.0017549469              0
            780   0.0014882471              0   0.0014192622              0    0.001557232              0
            790   0.0013795111              0    0.001311639              0   0.0014473832              0
            800   0.0013795111              0    0.001311639              0   0.0014473832              0
