#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.003999732              0   0.0029216677              0   0.0050777963              0
           -3.8   0.0061514755              0    0.003004028              0    0.009298923              0
           -3.6    0.020156728              0    0.017420897              0    0.022892559              0
           -3.4    0.040128474              0    0.035542233              0    0.044714715              0
           -3.2    0.071877197              0    0.066662125              0    0.077092269              0
             -3     0.12015354              0     0.11216943              0     0.12813765              0
           -2.8     0.23607904              0       0.228596              0     0.24356208              0
           -2.6     0.41168688              0     0.40379646              0      0.4195773              0
           -2.4     0.70875044              0     0.70121904              0     0.71628184              0
           -2.2      1.1629893              0      1.1525107              0      1.1734679              0
             -2      1.8542064              0       1.841474              0      1.8669388              0
           -1.8      2.9791878              0      2.9681409              0      2.9902347              0
           -1.6      4.5725828              0      4.5600981              0      4.5850675              0
           -1.4       6.813412              0      6.7990061              0      6.8278179              0
           -1.2      9.8016621              0      9.7850466              0      9.8182776              0
             -1       13.59723              0      13.578493              0      13.615967              0
           -0.8      18.051828              0      18.030408              0      18.073248              0
           -0.6      22.596957              0       22.57327              0      22.620644              0
           -0.4      26.522355              0      26.496008              0      26.548702              0
           -0.2      28.821547              0      28.792755              0      28.850339              0
              0      28.794533              0      28.764703              0      28.824363              0
            0.2      26.546739              0      26.520143              0      26.573335              0
            0.4      22.600942              0      22.576909              0      22.624975              0
            0.6      18.046554              0      18.025355              0      18.067753              0
            0.8      13.668152              0      13.649547              0      13.686757              0
              1      9.8173897              0      9.8010584              0       9.833721              0
            1.2      6.7709514              0      6.7570552              0      6.7848476              0
            1.4      4.5705042              0      4.5580603              0      4.5829481              0
            1.6       2.999172              0       2.987226              0       3.011118              0
            1.8      1.8918921              0      1.8799275              0      1.9038567              0
              2      1.1767962              0       1.163558              0      1.1900344              0
            2.2       0.687454              0     0.67387255              0     0.70103545              0
            2.4     0.42549737              0      0.4149953              0     0.43599944              0
            2.6     0.24584978              0     0.23899005              0     0.25270951              0
            2.8     0.12612951              0     0.12041728              0     0.13184174              0
              3    0.068928812              0    0.061790463              0    0.076067161              0
            3.2    0.037292391              0    0.032667681              0    0.041917101              0
            3.4    0.018485032              0    0.015729427              0    0.021240637              0
            3.6   0.0094936591              0   0.0075893379              0     0.01139798              0
            3.8   0.0026251704              0   0.0015037481              0   0.0037465927              0
              4   0.0026251704              0   0.0015037481              0   0.0037465927              0
