#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0033155323              0    0.001761311              0   0.0048697536              0
           -3.8   0.0085692868              0   0.0054237099              0    0.011714864              0
           -3.6    0.021434135              0    0.018578462              0    0.024289808              0
           -3.4    0.035575028              0    0.032754695              0    0.038395361              0
           -3.2    0.074482955              0     0.06921348              0     0.07975243              0
             -3     0.14116483              0     0.13523357              0     0.14709609              0
           -2.8     0.24165448              0     0.23552161              0     0.24778735              0
           -2.6     0.41306737              0     0.40494905              0     0.42118569              0
           -2.4     0.70188369              0     0.69036607              0     0.71340131              0
           -2.2      1.1651593              0      1.1518316              0       1.178487              0
             -2      1.8819886              0      1.8710475              0      1.8929297              0
           -1.8      2.9515669              0        2.93772              0      2.9654138              0
           -1.6      4.5593426              0      4.5455429              0      4.5731423              0
           -1.4      6.8011404              0      6.7867848              0       6.815496              0
           -1.2      9.8118627              0      9.7950965              0      9.8286289              0
             -1      13.601144              0      13.582735              0      13.619553              0
           -0.8      18.037951              0      18.016512              0       18.05939              0
           -0.6      22.619617              0      22.595312              0      22.643922              0
           -0.4      26.535459              0      26.508867              0      26.562051              0
           -0.2       28.82541              0      28.796876              0      28.853944              0
              0        28.7849              0       28.75675              0       28.81305              0
            0.2      26.524184              0      26.497773              0      26.550595              0
            0.4      22.626386              0      22.601943              0      22.650829              0
            0.6      18.042818              0      18.021729              0      18.063907              0
            0.8      13.645339              0      13.626545              0      13.664133              0
              1      9.8360461              0      9.8195424              0      9.8525498              0
            1.2       6.780431              0      6.7663236              0      6.7945384              0
            1.4       4.569632              0      4.5558316              0      4.5834324              0
            1.6      2.9611342              0      2.9492264              0       2.973042              0
            1.8      1.8780636              0      1.8660351              0      1.8900921              0
              2      1.1791111              0       1.169739              0      1.1884832              0
            2.2      0.7005969              0     0.69127155              0     0.70992225              0
            2.4     0.42096935              0      0.4143742              0      0.4275645              0
            2.6     0.24345655              0     0.23414818              0     0.25276492              0
            2.8     0.13375305              0     0.12801079              0     0.13949531              0
              3    0.064895141              0    0.058776213              0    0.071014069              0
            3.2    0.035931717              0    0.031505912              0    0.040357522              0
            3.4    0.026733341              0    0.017188362              0     0.03627832              0
            3.6   0.0075959545              0   0.0042635265              0    0.010928383              0
            3.8   0.0028860975              0   0.0020052019              0   0.0037669931              0
              4   0.0028860975              0   0.0020052019              0   0.0037669931              0
