#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340    0.074075902              0    0.073927636              0    0.074224168              0
            360      0.1534982              0     0.15332068              0     0.15367572              0
            380     0.17121247              0     0.17104001              0     0.17138493              0
            400     0.17480493              0     0.17463232              0     0.17497754              0
            420      0.1717914              0      0.1716184              0      0.1719644              0
            440     0.16466014              0      0.1644876              0     0.16483268              0
            460     0.15510786              0     0.15493697              0     0.15527875              0
            480     0.14515938              0     0.14499068              0     0.14532808              0
            500     0.13440952              0     0.13424389              0     0.13457515              0
            520     0.12396192              0     0.12379998              0     0.12412386              0
            540     0.11372166              0      0.1135637              0     0.11387962              0
            560     0.10397019              0     0.10381665              0     0.10412373              0
            580    0.094896521              0    0.094747549              0    0.095045493              0
            600    0.086726166              0    0.086581484              0    0.086870848              0
            620    0.078830873              0    0.078690996              0     0.07897075              0
            640    0.071709273              0    0.071573969              0    0.071844577              0
            660    0.065177626              0    0.065046826              0    0.065308426              0
            680    0.059428187              0    0.059301306              0    0.059555068              0
            700    0.053776385              0    0.053653977              0    0.053898793              0
            720    0.048852911              0    0.048734991              0    0.048970831              0
            740    0.044520316              0    0.044405532              0      0.0446351              0
            760     0.04049657              0    0.040386327              0    0.040606813              0
            780    0.036913026              0    0.036805828              0    0.037020224              0
            800    0.033631603              0    0.033527963              0    0.033735243              0
            820    0.030502356              0    0.030402649              0    0.030602063              0
            840    0.027885573              0    0.027788272              0    0.027982874              0
            860    0.025278553              0     0.02518438              0    0.025372726              0
            880    0.023127624              0    0.023036248              0       0.023219              0
            900    0.020987604              0    0.020899301              0    0.021075907              0
            920    0.019197922              0    0.019111648              0    0.019284196              0
            940    0.017639528              0    0.017554998              0    0.017724058              0
            960    0.016196057              0    0.016109455              0    0.016282659              0
            980      0.0147356              0    0.014654094              0    0.014817106              0
           1000      0.0147356              0    0.014654094              0    0.014817106              0
