#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   1.900619e-05              0   3.059172e-06              0  3.4953208e-05              0
           -3.8  5.4008394e-05              0  1.5055761e-05              0  9.2961027e-05              0
           -3.6  -0.0014564632              0  -0.0018042382              0  -0.0011086882              0
           -3.4   -0.014330179              0   -0.020839998              0  -0.0078203598              0
           -3.2   0.0030963284              0   0.0020273856              0   0.0041652712              0
             -3    0.036362924              0    0.030899345              0    0.041826503              0
           -2.8     0.18131012              0     0.17508053              0     0.18753971              0
           -2.6     0.48690503              0     0.47916224              0     0.49464782              0
           -2.4      1.0923025              0      1.0803387              0      1.1042663              0
           -2.2      2.0764242              0      2.0659202              0      2.0869282              0
             -2      3.4826642              0      3.4702709              0      3.4950575              0
           -1.8      5.3159664              0      5.3006785              0      5.3312543              0
           -1.6      7.5634446              0      7.5472585              0      7.5796308              0
           -1.4      10.073446              0      10.055706              0      10.091186              0
           -1.2       12.67834              0      12.659127              0      12.697553              0
             -1      15.291337              0       15.27061              0      15.312064              0
           -0.8        17.7017              0      17.679939              0      17.723461              0
           -0.6      19.661108              0      19.638497              0      19.683718              0
           -0.4      21.038568              0        21.0133              0      21.063836              0
           -0.2      21.778348              0      21.754904              0      21.801792              0
              0      21.778139              0      21.754533              0      21.801745              0
            0.2      21.069476              0      21.046272              0       21.09268              0
            0.4      19.631098              0      19.608547              0      19.653649              0
            0.6      17.696196              0      17.674012              0       17.71838              0
            0.8       15.32389              0      15.302277              0      15.345503              0
              1      12.703011              0      12.683131              0      12.722891              0
            1.2      10.053882              0      10.035252              0      10.072512              0
            1.4      7.5335466              0      7.5165452              0       7.550548              0
            1.6       5.315294              0      5.2976498              0      5.3329382              0
            1.8      3.4767679              0      3.4641082              0      3.4894276              0
              2      2.0772055              0       2.066727              0       2.087684              0
            2.2      1.0847623              0      1.0707791              0      1.0987455              0
            2.4      0.4995718              0     0.49356307              0     0.50558053              0
            2.6     0.18246847              0      0.1779589              0     0.18697804              0
            2.8     0.03675809              0    0.033014721              0    0.040501459              0
              3  -0.0011580534              0  -0.0042996174              0   0.0019835106              0
            3.2  -0.0031388554              0   -0.003852903              0  -0.0024248078              0
            3.4  -0.0019676921              0  -0.0027073108              0  -0.0012280735              0
            3.6 -0.00014033224              0 -0.00023879064              0 -4.1873839e-05              0
            3.8   4.134223e-05              0  3.0364812e-05              0  5.2319648e-05              0
              4   4.134223e-05              0  3.0364812e-05              0  5.2319648e-05              0
