# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      172.18913              0      172.13361              0      172.24465              0
            3.2       86.85223              0      86.802083              0      86.902377              0
            3.4      13.982639              0      13.955713              0      14.009565              0
            3.6      2.9698852              0       2.953361              0      2.9864094              0
            3.8     0.68636285              0     0.67924468              0     0.69348102              0
              4     0.16674071              0     0.16241828              0     0.17106314              0
            4.2    0.040617835              0     0.03886373              0    0.042371939              0
            4.4    0.010221802              0   0.0094121397              0    0.011031464              0
            4.6   0.0025010849              0   0.0021917197              0   0.0028104501              0
            4.8  0.00069229631              0  0.00056089111              0  0.00082370151              0
              5  0.00069229631              0  0.00056089111              0  0.00082370151              0
