#       ptHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    0.047389739              0    0.047257033              0    0.047522445              0
             10     0.13851429              0      0.1382875              0     0.13874108              0
             20     0.21926773              0     0.21897366              0      0.2195618              0
             30     0.28477034              0     0.28441299              0     0.28512769              0
             40     0.33129839              0     0.33089329              0     0.33170349              0
             50     0.36038392              0     0.35996096              0     0.36080688              0
             60     0.37221617              0     0.37178441              0     0.37264793              0
             70     0.36926017              0     0.36882018              0     0.36970016              0
             80     0.35543964              0      0.3550009              0     0.35587838              0
             90     0.33413337              0     0.33370387              0     0.33456287              0
            100     0.30897967              0     0.30852104              0      0.3094383              0
            110      0.2804475              0     0.28003169              0     0.28086331              0
            120     0.25148171              0     0.25109481              0     0.25186861              0
            130     0.22536014              0     0.22498548              0      0.2257348              0
            140     0.19731776              0     0.19692132              0      0.1977142              0
            150     0.17528037              0     0.17493441              0     0.17562633              0
            160     0.15386819              0     0.15354486              0     0.15419152              0
            170     0.13374557              0      0.1334343              0     0.13405684              0
            180      0.1166498              0     0.11628884              0     0.11701076              0
            190     0.10229189              0      0.1020258              0     0.10255798              0
            200    0.089080273              0      0.0887718              0    0.089388746              0
            210    0.078000141              0    0.077745484              0    0.078254798              0
            220    0.068191533              0    0.067932539              0    0.068450527              0
            230    0.059461899              0    0.059230311              0    0.059693487              0
            240    0.052210528              0    0.052003128              0    0.052417928              0
            250    0.046151109              0    0.045945418              0      0.0463568              0
            260    0.040369793              0    0.040172497              0    0.040567089              0
            270    0.035886007              0     0.03569481              0    0.036077204              0
            280    0.031879546              0    0.031709391              0    0.032049701              0
            290    0.028291276              0    0.028118021              0    0.028464531              0
            300    0.024866896              0    0.024700252              0     0.02503354              0
            310    0.022022023              0    0.021871955              0    0.022172091              0
            320    0.019544297              0    0.019405391              0    0.019683203              0
            330     0.01761302              0    0.017461111              0    0.017764929              0
            340    0.015702676              0    0.015566735              0    0.015838617              0
            350    0.014166121              0     0.01403793              0    0.014294312              0
            360    0.012434612              0    0.012318051              0    0.012551173              0
            370    0.011407924              0    0.011289889              0    0.011525959              0
            380   0.0099957925              0   0.0098914108              0    0.010100174              0
            390   0.0091275518              0   0.0090249348              0   0.0092301688              0
            400    0.008170756              0   0.0080668893              0   0.0082746227              0
            410   0.0073843057              0   0.0072912385              0   0.0074773729              0
            420   0.0066719372              0   0.0065766653              0   0.0067672091              0
            430   0.0059976936              0     0.00590897              0   0.0060864172              0
            440   0.0055914827              0    0.005502533              0   0.0056804324              0
            450   0.0049910239              0   0.0049021373              0   0.0050799105              0
            460    0.004561662              0    0.004476452              0    0.004646872              0
            470   0.0040803634              0    0.003999825              0   0.0041609018              0
            480   0.0037202703              0   0.0036438665              0   0.0037966741              0
            490   0.0036210635              0   0.0035381347              0   0.0037039923              0
            500   0.0029950213              0   0.0029266549              0   0.0030633877              0
            510   0.0028156535              0   0.0027492487              0   0.0028820583              0
            520   0.0026176354              0   0.0025511678              0   0.0026841029              0
            530   0.0023977293              0    0.002336123              0   0.0024593356              0
            540   0.0022114491              0   0.0021466877              0   0.0022762105              0
            550   0.0020425093              0   0.0019718517              0   0.0021131669              0
            560   0.0017938641              0   0.0017424149              0   0.0018453133              0
            570   0.0017284406              0    0.001673468              0   0.0017834132              0
            580    0.001567621              0   0.0015144549              0   0.0016207871              0
            590   0.0013460251              0   0.0012987801              0   0.0013932701              0
            600   0.0012749806              0   0.0012273966              0   0.0013225646              0
            610   0.0011239297              0   0.0010786656              0   0.0011691938              0
            620   0.0011443547              0   0.0011001228              0   0.0011885866              0
            630  0.00099643401              0  0.00095420334              0   0.0010386647              0
            640  0.00088863782              0  0.00085180005              0  0.00092547559              0
            650  0.00089057354              0  0.00085258124              0  0.00092856585              0
            660  0.00079228739              0  0.00075506592              0  0.00082950886              0
            670  0.00070853708              0  0.00067491986              0   0.0007421543              0
            680  0.00067595364              0  0.00064415473              0  0.00070775256              0
            690  0.00062969283              0  0.00059915149              0  0.00066023417              0
            700  0.00058065134              0  0.00055114182              0  0.00061016086              0
            710  0.00054858657              0  0.00051852305              0  0.00057865009              0
            720  0.00046907115              0  0.00044408303              0  0.00049405928              0
            730  0.00043689191              0  0.00041297142              0  0.00046081239              0
            740  0.00041236812              0  0.00038932241              0  0.00043541383              0
            750  0.00039436945              0  0.00036961728              0  0.00041912162              0
            760  0.00041962873              0  0.00039503235              0  0.00044422511              0
            770  0.00034570217              0  0.00032317406              0  0.00036823028              0
            780  0.00031934829              0  0.00030031364              0  0.00033838294              0
            790  0.00027147033              0  0.00025496723              0  0.00028797343              0
            800  0.00027147033              0  0.00025496723              0  0.00028797343              0
