#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.6665843              0      2.6526551              0      2.6805135              0
            0.2      7.3968169              0      7.3767989              0      7.4168349              0
            0.4      10.826826              0      10.804604              0      10.849048              0
            0.6       12.89949              0      12.877599              0      12.921381              0
            0.8      13.961788              0      13.941383              0      13.982193              0
              1      14.527851              0      14.508038              0      14.547664              0
            1.2      14.868275              0      14.849708              0      14.886842              0
            1.4      15.175438              0      15.157076              0        15.1938              0
            1.6      15.666706              0      15.648456              0      15.684956              0
            1.8      16.458594              0       16.44055              0      16.476638              0
              2      17.655584              0      17.636917              0      17.674251              0
            2.2       19.37025              0      19.350679              0      19.389821              0
            2.4      21.660168              0      21.638426              0       21.68191              0
            2.6      24.623472              0      24.599751              0      24.647193              0
            2.8      28.324146              0      28.296833              0      28.351459              0
              3      28.195154              0      28.164574              0      28.225734              0
            3.2       8.281357              0      8.2593671              0      8.3033469              0
            3.4      2.6990605              0      2.6797311              0      2.7183899              0
            3.6        1.01266              0     0.99755224              0      1.0277678              0
            3.8      0.3790557              0     0.36263849              0     0.39547291              0
              4     0.15887769              0     0.14992248              0      0.1678329              0
            4.2     0.05957959              0    0.053492844              0    0.065666336              0
            4.4    0.024379939              0    0.013953651              0    0.034806227              0
            4.6   0.0047930634              0   0.0009906608              0    0.008595466              0
            4.8   0.0030673224              0   0.0010964588              0    0.005038186              0
              5   0.0030673224              0   0.0010964588              0    0.005038186              0
