#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.34987577    0.034484228    0.076288374    0.013735487     0.64158629    0.055190951
           -3.8     0.98281516    0.058766996     0.76813011    0.046186797      1.3492708    0.080682999
           -3.6      1.5344011    0.074749101      1.2361193    0.060248897      1.9474733    0.098995368
           -3.4       2.570553     0.09429487      2.1411743    0.077367208      3.1503497     0.12355374
           -3.2       4.045344      0.1192647      3.4451269    0.099841916      4.8175497      0.1531076
             -3       5.482818     0.14043218      4.7492498     0.11998892      6.3623828     0.17737199
           -2.8      8.0522936     0.17264313       6.998577     0.14859271      9.3460847     0.21873839
           -2.6      11.572949     0.20686769      10.285937     0.18143718      13.011565     0.25885664
           -2.4      16.501991     0.24989811      14.846527     0.22068327      18.239431     0.31137157
           -2.2      23.217751     0.29733404      21.121076     0.26442995      25.344899     0.36980471
             -2      33.716045     0.36189945         30.922      0.3273841      36.422387     0.44478779
           -1.8      46.004885     0.42224895       42.53775     0.38120458      49.302299      0.5261384
           -1.6      60.870315     0.48292398      56.234954     0.43523114      65.553875     0.60394147
           -1.4      79.425515     0.55360106       74.11078     0.50545274      84.324166     0.69630308
           -1.2      101.10155     0.62543067      94.909502     0.57629578      106.82392     0.78487577
             -1      121.71868     0.68651979      114.30075     0.62758084      128.39318     0.87767695
           -0.8      142.87059     0.74301867       134.3035     0.68552039      151.07226      0.9673311
           -0.6      162.13905      0.7972992      152.43723     0.74537674      171.44013      1.0551918
           -0.4       176.4532     0.83873917       166.1074     0.78199492      185.87767      1.1444133
           -0.2      185.24562     0.87200932      173.99267     0.80842421      195.80889      1.2151128
              0      185.36459     0.88063626      174.45332     0.81346034      195.80229      1.3024083
            0.2      177.13906       0.834643      166.42249     0.77119544      187.10639      1.1996591
            0.4      161.25564     0.80665959      152.05502     0.75339366      169.15532      1.1564555
            0.6      143.55817     0.74706038      134.97961     0.69274341      151.22435      1.0597972
            0.8      121.20401     0.68985585      113.94465     0.64134887      128.39366      0.9521423
              1       100.6005       0.628152      94.080268     0.57699329      106.34665     0.83986009
            1.2      78.807673     0.55919723      73.501197     0.50831434      83.661217     0.69969576
            1.4      61.091823     0.49044273      56.696879     0.44587151      65.384706     0.61020443
            1.6      44.618248      0.4129987      41.163834     0.37105423      48.062751     0.51612933
            1.8      33.660589     0.35538502      30.694529     0.31652996      36.812998     0.44352437
              2      23.442383     0.30039651      21.293057     0.26756849      25.608855     0.37245243
            2.2      17.061689     0.25263624       15.25693     0.22126923      19.134654     0.31620891
            2.4      11.392988     0.20367201      10.135485     0.17769901      12.877181     0.25788973
            2.6      7.8983338     0.17149553      6.9310627      0.1475494       9.031331     0.21591395
            2.8      5.3953139     0.13970639      4.6426099     0.11826948      6.3289487     0.17905976
              3      3.6094427     0.11273329      3.0222536     0.09418783      4.3714826     0.14461401
            3.2      2.4102611    0.092505653      1.9845761    0.076101535      2.9686366     0.11976572
            3.4      1.6957691    0.075919539      1.4046336    0.062192255       2.043703    0.097907595
            3.6     0.79499048     0.05184767      0.5535429    0.038284997      1.1221937    0.072780953
            3.8     0.18525536    0.028022345    0.032171169   0.0091122583     0.62834807    0.057648069
              4     0.18525536    0.028022345    0.032171169   0.0091122583     0.62834807    0.057648069
