#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   -0.071934365    0.066308987   -0.071934365    0.066308987    0.044699985     0.07449029
           -3.8    0.075599365    0.048823824    0.043887917    0.028189011      0.2004267     0.08471551
           -3.6     0.16011358    0.034338994    0.027445895     0.01154554     0.26103699    0.052529169
           -3.4     0.19741125    0.036195806     0.12839499    0.025664938     0.28039328    0.054020379
           -3.2     0.96125246     0.06346029     0.79156334    0.051484719      1.2114858    0.083540053
             -3      2.4986824     0.10458749      2.2566352    0.088963868      2.6576083     0.14132723
           -2.8       5.412106     0.15194221      4.9059507     0.13316129      6.0740786     0.21067029
           -2.6       10.61329     0.21148403      9.8955033      0.1893389      11.147162     0.28227932
           -2.4      17.892578     0.27118054      16.626555     0.24373891      18.864529      0.3720537
           -2.2      27.789789     0.33739826      25.879895     0.30506617      29.783404     0.46210271
             -2      39.865917     0.40291648      37.196462      0.3678055      42.271491     0.53702372
           -1.8      54.022519      0.4615988       50.46113     0.41823944      57.694255     0.63055523
           -1.6      71.344748     0.53538051       66.62856      0.4915825      75.505216     0.71653794
           -1.4      90.175181     0.59035607       84.05233     0.53696067      96.279811     0.78121436
           -1.2      108.65957     0.65454454      101.70428     0.60569842      114.88984     0.86043909
             -1      127.02207     0.70415138      118.92971     0.65040835      134.74039     0.91144246
           -0.8      141.35307     0.75043017      132.20501     0.69656933      149.63728     0.98142951
           -0.6      154.78592     0.77836862      145.05058     0.72138712      163.27143      1.0061574
           -0.4      163.42835      0.7881012      152.55729     0.72427341      174.10976      1.0354176
           -0.2      169.58012     0.80116077      158.32823     0.73478455      180.53563      1.0335074
              0      167.31942     0.80410726      155.98223     0.73633474       177.8536      1.0467379
            0.2      163.12451     0.79327482      152.54735     0.72735031      173.09506      1.0510006
            0.4       155.1173     0.77237386      144.91546     0.71126333      164.50881      1.0180891
            0.6      141.90225     0.74413663      132.46305     0.68763554      150.32371     0.97741987
            0.8      125.40354     0.70138918      117.02166     0.64210071      133.35442     0.92174353
              1      107.95557     0.65826279      100.59438     0.60233433      115.39161     0.86295797
            1.2      91.896226     0.59857567      85.766819     0.54775404      97.808233     0.81561124
            1.4      72.873588     0.54142934      68.015711     0.49530306       77.66656     0.73262309
            1.6      55.174727     0.47192898       51.48415     0.42624795      58.990113     0.64947832
            1.8      40.616651     0.41150819      37.826269     0.37303978      43.517475     0.56890557
              2      27.729449      0.3424528      25.792471     0.31209073      29.394851     0.46681908
            2.2      17.760754      0.2786932      16.581835     0.25097689      18.660549     0.38369671
            2.4      10.458753     0.21099887      9.6522914     0.18652496      11.093853     0.29476575
            2.6      5.4235723     0.15576407      5.0204411     0.13438727      5.9332925     0.21906095
            2.8      2.7842078     0.10825913      2.4128232    0.090525464       3.113513     0.15328156
              3     0.80161612    0.064994298     0.70158634    0.051341059     0.92809643    0.093295745
            3.2    0.070356438    0.023969632    0.070356438    0.023969632     0.26593086    0.053089897
            3.4    0.068449478    0.028943336  0.00068640233    0.008586147     0.15644013    0.047563074
            3.6     0.11446809    0.045968442    0.045867168    0.051434982     0.15585667    0.076469768
            3.8    0.056947641    0.092033311   -0.006377287    0.043432521     0.18363523     0.11903974
              4    0.056947641    0.092033311   -0.006377287    0.043432521     0.18363523     0.11903974
