# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.2674914     0.10904756      2.8789488    0.092955693      3.7465263     0.13931711
           -3.8       4.590979     0.13115409      4.0854465     0.11293848      5.1900961     0.16711817
           -3.6       5.893242      0.1495459       5.318368     0.12970276      6.5328233     0.19131231
           -3.4      7.7845499     0.17055608      7.0812028      0.1496067      8.6152646     0.21741437
           -3.2      10.644685     0.19966664       9.681652     0.17682829      11.710622     0.25154987
             -3      13.231359     0.22397011      12.056536     0.19688906      14.420786     0.28673162
           -2.8      17.001002     0.25832069      15.669323     0.23070106      18.244276      0.3298835
           -2.6      21.875229     0.28906908      20.152689     0.25760122      23.746176     0.37162508
           -2.4      28.054612     0.33295509      26.023652      0.3018707      29.945455      0.4296752
           -2.2      35.085076     0.37079723      32.508874     0.33374716      37.429922     0.47081656
             -2      44.081369     0.42703822      40.946821     0.38862798      46.872222     0.54754839
           -1.8       54.15264     0.46918226      50.466548     0.42774723      57.694571     0.59919111
           -1.6      67.436676     0.51516843      62.913027     0.47253008      71.505989     0.67249166
           -1.4       79.68582     0.55768223       74.34332     0.50748833       84.89919      0.7392712
           -1.2      95.192328     0.61277016      88.733749     0.55886945       101.7088     0.81539403
             -1      110.37151     0.67469465      103.56113     0.62650588       116.2368     0.89255875
           -0.8      125.22472       0.701735      117.36333     0.64592557      132.89021     0.95943858
           -0.6      141.08881     0.75389364      132.37086     0.70210824       149.4618      1.0251818
           -0.4      151.06821      0.7694687      141.77216     0.71172903      159.05245      1.0429616
           -0.2      157.46892     0.78010509       147.4891     0.71901237      167.30391      1.0977926
              0        156.032     0.78291187       146.3476     0.72262649      164.44445      1.0810135
            0.2      151.36287     0.76668323      141.44096       0.705397      160.63427      1.0429445
            0.4      140.33533     0.74083644      131.45823     0.68090351      149.30213      1.0161652
            0.6      127.50127      0.7097826      119.06545     0.65330565      135.15379      0.9356067
            0.8      111.27715     0.66885713      104.04713     0.61345574      118.39461     0.88992121
              1       93.47865      0.6109586      87.541145     0.56100904      99.270676     0.78997583
            1.2      79.909773     0.56491027      74.681188     0.51755654      84.267739     0.72735183
            1.4      65.941176     0.51193366      61.725697     0.46999394      69.663281     0.65968287
            1.6      54.309846     0.46612607      50.656052     0.42627753       57.64246     0.58760346
            1.8      43.932026     0.41256296      40.649492     0.37282047      47.256031     0.52478468
              2       34.94154     0.36744623      32.399828     0.33000923      37.381974     0.46994339
            2.2      27.792617     0.32966584       25.74693      0.2973179      29.816773     0.41619167
            2.4      22.947342     0.29793185      21.148253     0.26843207      24.854816     0.37604673
            2.6      17.470704     0.25755597      16.015117     0.22955658      19.038507     0.32775103
            2.8      13.741868     0.22899695      12.620476     0.20270435      15.049216     0.29600712
              3      10.758013     0.20263758      9.8027627     0.17987723      11.774683        0.25572
            3.2      8.0375352     0.17629313      7.2821405     0.15567801      8.8076683     0.22121884
            3.4      6.1863367     0.15017375      5.6033369     0.13101372      6.8454651     0.19244253
            3.6      4.6989494     0.13265876       4.242672     0.11519858      5.1945493     0.17004075
            3.8      3.3761915     0.11046389       2.962471    0.093618083      3.8446423     0.14406047
              4      3.3761915     0.11046389       2.962471    0.093618083      3.8446423     0.14406047
