#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.14647045     0.14646313    0.079314862    0.079310896     0.30163609     0.30162101
           -3.8    0.053323997    0.065494748    0.016718051    0.035356263     0.15246528     0.10226736
           -3.6    0.057647159    0.035128258    0.015446258    0.015041265     0.15059318    0.046410875
           -3.4   0.0062403715    0.010599349   0.0062403715    0.010599349     0.26289947    0.051597306
           -3.2     0.74772605    0.059009994     0.44354359    0.041424031     0.97677879    0.086659019
             -3      2.6827704     0.10388133      2.3753347    0.088056927      2.9933887     0.14225358
           -2.8      5.7644425     0.15414048      5.2256852     0.13490674       6.358027      0.2091242
           -2.6      11.089678     0.20939684      10.133047     0.18489785      12.240327      0.2884331
           -2.4      18.697075     0.27869706      17.292803     0.25078783      20.108502     0.37164311
           -2.2      29.169756     0.34426101      27.019933      0.3122135      31.063426     0.46109013
             -2      42.068707     0.41626775      39.185632     0.37940783      44.466065     0.55475929
           -1.8      58.401502     0.48904487      54.440121     0.45004664      62.198496     0.65865301
           -1.6      73.365312     0.54299219      68.589358      0.4982415      78.361732     0.73111526
           -1.4      91.727883     0.59692949      85.607483     0.54502514      97.744098     0.79086516
           -1.2      110.06535      0.6555066      102.65837     0.60144938       116.5977      0.8668811
             -1      125.19672     0.70351292       117.1446     0.65149934       132.2004     0.92576646
           -0.8      139.33601      0.7398275      130.13953     0.67927001      147.74599     0.96278735
           -0.6      150.99656     0.76967907      141.23974     0.71108343      160.16976       1.010852
           -0.4      159.26287     0.78059572      148.82355     0.71510262      168.98028      1.0163353
           -0.2      163.75064     0.79473178      153.25453     0.73134169      172.78046      1.0317273
              0      165.14506     0.80256437      154.42882     0.74107726      175.21338      1.0381412
            0.2      160.59387     0.78465919      150.40141     0.72269447      169.65394        1.02423
            0.4      150.06572     0.75746843      140.36366     0.69509346      159.83184      1.0073542
            0.6      139.60803     0.73876916      130.47284     0.68028204      148.40893     0.97311556
            0.8      126.28757     0.69843682      117.90576      0.6374961      134.37627     0.93856275
              1      109.38756     0.65864019      102.12633     0.60088196      116.52393     0.88874879
            1.2      92.636714     0.60913062      86.503231     0.55744124      98.645327     0.81241382
            1.4      75.429335      0.5560041       70.49519     0.51216795      80.249093     0.74390609
            1.6      56.970376     0.48162119      53.055048     0.43701652      60.748797     0.65036383
            1.8      43.063616     0.41574679      39.809074     0.37634152      45.836911      0.5642917
              2      29.514998     0.34482736      27.329163      0.3087476      31.918307     0.47501354
            2.2      19.284699     0.28269521      17.725114     0.25273264      20.618591     0.38349917
            2.4      11.250564     0.21613019      10.375761     0.19169392      11.961453     0.29933613
            2.6      5.9456822      0.1616854      5.4140328     0.13980561      6.4954825     0.21861672
            2.8      2.4649324     0.10521124      2.2076231    0.088189994      2.7465203     0.14631537
              3     0.85033274    0.061729627     0.70940735    0.049111005      1.0674773    0.088314168
            3.2     0.16487917    0.030837115      0.0414537     0.01626083     0.28137113    0.047583608
            3.4    0.063760476     0.02604251  -0.0020611052    0.009324816     0.12097324    0.048600818
            3.6  -0.0038295504    0.052547724   -0.028996546     0.07959536     0.01156666    0.065396769
            3.8              0              0              0              0              0              0
              4              0              0              0              0              0              0
