#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      113.28878     0.65801179      104.58266     0.59723833      121.77015     0.84535918
            0.2       111.5628     0.64744952      103.72009     0.59340815       118.6871     0.83685689
            0.4      111.46582     0.65014438      103.16256     0.59611095      118.93905     0.83833803
            0.6      110.40378     0.64850285      102.39147     0.59595557      117.99025     0.84233067
            0.8      111.42615     0.64607888      103.44573     0.58960202      118.81797      0.8470632
              1      112.70357     0.66580927      104.85007     0.61229239      119.17416     0.85021932
            1.2      116.27488     0.66577523      108.03396     0.61235002      124.20733     0.88325949
            1.4      122.25934      0.6900378        113.899     0.63355799      129.90418     0.90154084
            1.6      130.08745     0.70471087       121.2864      0.6460533      139.05382     0.93859454
            1.8      141.88482     0.74366142      132.21238     0.68514677      151.04853      0.9730646
              2      156.58852     0.79195818      146.83338     0.73412374      166.44983      1.0661603
            2.2      175.32743     0.84003526      164.56567     0.77680742      184.80162      1.1480636
            2.4      198.56785     0.89892686      186.39634     0.83353151      210.51888      1.2254613
            2.6      225.22128     0.96068201      211.88233     0.89225025      236.85951      1.3394096
            2.8      252.90232      1.0109567      238.04747      0.9457691      267.85231      1.4246006
              3      190.74197     0.89353525      179.96658     0.83409521      202.16573      1.2570912
            3.2      190.74197     0.89353525      179.96658     0.83409521      202.16573      1.2570912
