# ptHiggs+top+t        central        num_err    min (scale)        num_err    max (scale)        num_err
# bar
              0      4.8169389    0.023785035      4.6929813    0.022260111      5.3753799    0.048117505
             10      5.7955199    0.023080379      5.6474238     0.02106778      5.9736078    0.034962082
             20       5.019076    0.020734414      4.8348283    0.019237324       5.149212    0.025633357
             30      4.2101625    0.018726314      4.0366492     0.01763788      4.3097502    0.021731652
             40       3.568142    0.016597458       3.396856    0.015698358      3.6702121    0.018787123
             50      2.9992859     0.01512487      2.8335099     0.01434206      3.1018376    0.016794227
             60      2.5448667     0.01380397      2.3957662    0.013024544      2.6387646    0.015184808
             70      2.1853735    0.012659694      2.0513007    0.012129217      2.2659348    0.013817634
             80      1.8618137    0.011699919      1.7410504    0.011094953      1.9379196    0.012719356
             90      1.5947928     0.01059288      1.4809127   0.0099199055      1.6766783     0.01166999
            100      1.4158426   0.0098555644      1.3057463   0.0092585688      1.4993304    0.010906084
            110      1.2194682   0.0091018584      1.1189915   0.0085174333      1.2931609    0.010197837
            120      1.0502161   0.0083668405     0.95632741    0.007765394      1.1268139   0.0093789384
            130     0.91334732   0.0077308455     0.82414676   0.0070897606     0.99292367   0.0087470417
            140     0.81187952   0.0072260915     0.72853325   0.0066190556     0.88717168   0.0081591812
            150     0.70120991   0.0066535796     0.62236468   0.0060426181     0.77537097   0.0075430811
            160     0.62651083   0.0062663817     0.55088705   0.0056630794     0.69728337   0.0070777129
            170     0.56145072    0.005855982     0.49058342   0.0052285685     0.63034407   0.0066966035
            180     0.50151802   0.0054673017     0.43560585   0.0048263102     0.56723115   0.0062985246
            190     0.42883862   0.0050272619     0.36896695   0.0043959351     0.48906418   0.0058935283
            200     0.39278229   0.0047965519     0.33671099   0.0041778477     0.44978065   0.0056144052
            210     0.34658519   0.0044737306     0.29601521   0.0038706429     0.39774913   0.0052508612
            220     0.31992785   0.0042709057     0.27080376   0.0036609894     0.37180583   0.0050534752
            230     0.28888419   0.0040485356     0.24286283   0.0034683993     0.33750548   0.0047650555
            240     0.26092123   0.0038141903     0.21974708   0.0032420211     0.30413771   0.0045210693
            250     0.23721114   0.0036324861     0.19780117   0.0030724541     0.27851922   0.0043262256
