#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.14061409    0.034068265    0.015207565   0.0076285538     0.29530526    0.052837696
           -3.8    0.015302738     0.01039713    0.015302738     0.01039713     0.32269819    0.045568794
           -3.6     0.15888111    0.028711446    0.010431039   0.0093234546       0.351274    0.047873061
           -3.4    0.027250787    0.013034946    0.027250787    0.013034946     0.60501066    0.059498028
           -3.2     0.96086904    0.060058495     0.81256438    0.049251437      1.1489948     0.07921489
             -3       2.062586    0.086605552      1.7871227    0.073272156      2.3704677     0.11128453
           -2.8       3.651989     0.11471949      3.1999214    0.098459745      4.2375632     0.14571533
           -2.6      5.8430821     0.14432958      5.1986798     0.12459934      6.6544636     0.18465252
           -2.4      9.2120903     0.18520367      8.2618918     0.16186708      10.291327     0.23291515
           -2.2      13.633569      0.2272454      12.372564     0.20047446       15.03772       0.286619
             -2      20.578004      0.2865936      18.990429     0.25883951       22.08232     0.35560572
           -1.8      31.107695     0.34968823      28.589822     0.31467018      33.664529     0.43505552
           -1.6      44.545188     0.42657508      41.266402     0.38896284      47.401711     0.52680555
           -1.4       63.25659      0.4986359      58.772392      0.4541644      67.571736      0.6323062
           -1.2      87.358733     0.58804735      81.491189     0.53715126      92.993316     0.76693409
             -1      115.87957      0.6796712      108.59191     0.63318571      122.74654     0.90316347
           -0.8      151.69282     0.77969077      141.89339     0.71677236      160.08035      1.0496989
           -0.6      185.55324      0.8494978      173.91999     0.78313773       196.7492      1.1815072
           -0.4      216.56919     0.93304677      203.30395     0.87177281      229.69057      1.3094046
           -0.2      232.01142     0.94333417      217.23594      0.8776927      245.68968      1.3386876
              0      233.78116     0.95584796      219.07703     0.88436551      247.02451      1.3508754
            0.2      215.17421     0.90891018      201.62154     0.83689308      227.98428      1.2489231
            0.4      186.67121     0.84907839      174.77722     0.77920196      198.36072      1.1612374
            0.6      150.35672     0.77078348      140.84333     0.70957627      158.87972      1.0249538
            0.8      116.73939     0.69053036      109.30842     0.63437914       123.3882     0.88848917
              1      87.417956     0.58968395      81.726431     0.54498341      92.380462     0.75039219
            1.2      62.639833     0.49645352      58.443509     0.45426524      66.619353     0.62641545
            1.4      44.557656     0.41788902      41.397143     0.38251011       47.83628     0.52200288
            1.6      31.308546     0.35165042       28.86458     0.31909458      33.937958      0.4372604
            1.8       21.02832     0.28345469      19.232857     0.25203084       22.90146     0.35415361
              2      14.018204     0.22717762      12.572259      0.2000386      15.543823     0.28690694
            2.2      9.0919126      0.1862017      8.1939366     0.16245522      10.103524     0.23598624
            2.4      5.6955349     0.14217635      5.0139866     0.12159283      6.5274167      0.1826161
            2.6      3.4292803     0.11253817      3.0140585    0.096296099      3.9122183       0.143501
            2.8      2.0527701    0.085498494      1.7713292    0.071985035      2.3640796     0.10986461
              3      1.0618946    0.060807832     0.81318523    0.047347421       1.364952    0.083588032
            3.2     0.56889805    0.043802954     0.25672667    0.026903535     0.79211467    0.060777534
            3.4     0.41155353    0.038029447    0.059130295    0.015035173     0.49450408    0.046933602
            3.6    0.020271084    0.012992759   0.0042469484    0.002372445     0.30811751    0.047106328
            3.8      0.1281348    0.032880955   0.0011426586   0.0069711627      0.2671342    0.053866661
              4      0.1281348    0.032880955   0.0011426586   0.0069711627      0.2671342    0.053866661
