# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       12.90495     0.21756967      11.775914     0.19202661      14.017657      0.2781397
            0.2      38.075392     0.38171633      35.138183     0.34217065       40.70663     0.48643767
            0.4      58.865221     0.47512136      54.470677     0.43275418      62.699752     0.61314088
            0.6      75.399251     0.53121638      69.807605     0.48292556      80.432945     0.69090888
            0.8      87.664325     0.57537926      81.413595     0.52530033      93.406258     0.74692627
              1      98.320835     0.61522947      91.452771     0.55950533      104.11028     0.79419559
            1.2      107.45683     0.63978732      99.928413     0.58783159      114.34431     0.83353422
            1.4      116.58221     0.66875907       108.4969     0.61160359      123.98832     0.88323679
            1.6      125.80448     0.69976642      117.21789     0.64518323      133.24338     0.91232287
            1.8      137.18139      0.7270267       128.0664     0.67148628      146.29082     0.96912933
              2      149.99097     0.76856704      140.37813     0.71900523      159.71127      1.0230289
            2.2      166.78346     0.81656084      156.36832     0.75718998      176.36913      1.1147439
            2.4      187.00982     0.85641276      175.27586     0.78898842      198.93722      1.1679238
            2.6      211.79941     0.93120922      199.31394     0.86592275      222.98313      1.2983744
            2.8        240.266     0.98211766      226.21931      0.9176233      253.35857      1.3593339
              3       244.9557     0.98944055      230.72203     0.91824188      260.91301      1.4184583
            3.2       119.2338     0.70290098      111.76283     0.64636353      125.95666     0.93423003
            3.4      68.031839     0.53121285      63.514206     0.48884483      72.409546      0.6755628
            3.6      41.963748     0.40401312      38.728132     0.36160108      45.313795     0.51659457
            3.8      27.927205     0.33157828      25.586733      0.2955002      30.432391     0.41987754
              4      18.469088     0.27054038      16.874289     0.24028837      20.111133      0.3388226
            4.2      12.680854     0.22048905      11.518444     0.19440458      13.944455     0.27835087
            4.4       8.595259     0.18198336      7.7512403     0.16116035      9.4338906     0.22671221
            4.6       5.948549     0.14865218      5.3522438     0.12976668      6.6404807     0.18711069
            4.8      4.0665218      0.1203931      3.6118727     0.10356886       4.620027     0.15461795
              5      4.0665218      0.1203931      3.6118727     0.10356886       4.620027     0.15461795
