# PTH_ATLAS2407        central        num_err    min (scale)        num_err    max (scale)        num_err
# 10904_bb-aafidR3
              0   0.0024900837  8.5573409e-06   0.0023423172  7.9299678e-06   0.0026367604  1.1444749e-05
             60   0.0034722995  9.9318483e-06   0.0032577444  9.2416822e-06   0.0036729646  1.4828779e-05
            120   0.0019241193  6.4051621e-06     0.00179945  5.9817194e-06   0.0020488328   8.554128e-06
            200  0.00070962574   3.527908e-06  0.00065862412  3.2705492e-06  0.00075816597  4.3640513e-06
            300  0.00018544396  1.5044449e-06  0.00017045642   1.391945e-06  0.00019947465  1.8261753e-06
            450  6.3282727e-07  9.5549681e-09  5.8090346e-07  8.6710451e-09  6.7928546e-07  1.1724979e-08
          13000  6.3282727e-07  9.5549681e-09  5.8090346e-07  8.6710451e-09  6.7928546e-07  1.1724979e-08
