# PTH_HIG23014-        central        num_err    min (scale)        num_err    max (scale)        num_err
# aafidR3
              0  0.00077044247   9.566919e-06  0.00071953903  8.6270845e-06    0.000818763  1.2153929e-05
             15   0.0021899165  1.6181534e-05   0.0020611134  1.4677809e-05   0.0023159863  2.1228849e-05
             30   0.0031906229  1.9548567e-05   0.0029947484  1.7882705e-05    0.003389061  2.5727463e-05
             45   0.0038174066  1.3901711e-05    0.003583765  1.2838176e-05   0.0040400657   1.920148e-05
             80   0.0032804969  1.2025611e-05   0.0030747602  1.1178084e-05   0.0034712271  1.7841921e-05
            120   0.0019241193  6.4051621e-06     0.00179945  5.9817194e-06   0.0020488328   8.554128e-06
            200  0.00057090493  2.5918489e-06   0.0005297599  2.4309085e-06  0.00060977789  3.1861489e-06
            350  1.5628869e-06  1.4339768e-08  1.4353781e-06   1.308512e-08  1.6793027e-06  1.7600166e-08
          14000  1.5628869e-06  1.4339768e-08  1.4353781e-06   1.308512e-08  1.6793027e-06  1.7600166e-08
