#          ptj1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              5              0              0              0              0              0              0
             10              0              0              0              0              0              0
             15  7.3152313e-06  1.2787388e-05  3.3988147e-06  9.2895441e-06  1.4642328e-05  1.8328807e-05
             20  2.6916563e-06  5.8485811e-06  9.6285767e-08  3.8744947e-06   7.323949e-06  9.1468833e-06
             25  6.0643438e-06  2.2825351e-06 -1.9069383e-07  9.3781867e-07  1.7771506e-05  5.2124049e-06
             30  1.7591893e-05  2.9100538e-06  3.4367662e-06  1.2732825e-06  2.7254049e-05  4.2983773e-06
             35  3.4131715e-05  3.8646202e-06  1.5296881e-05  2.3354226e-06  4.7711685e-05  5.5709611e-06
             40   9.176213e-05  6.2574088e-06  7.7774139e-05  5.0071633e-06  0.00010695553  8.7856409e-06
             45   0.0001768829  8.5773057e-06  0.00016202351  7.1843325e-06  0.00019335096  1.1866543e-05
             50   0.0003162799  1.1238695e-05  0.00029139037  9.5985959e-06  0.00034964266  1.5436921e-05
             55  0.00054799907  1.4978678e-05  0.00051724527  1.3026052e-05  0.00058748863  2.0912147e-05
             60  0.00095268889  1.9765546e-05  0.00089677108  1.7266775e-05   0.0010274663  2.7379216e-05
             65    0.001503798  2.4463978e-05   0.0014210128  2.1950166e-05   0.0015861237  3.3566706e-05
             70   0.0018997424  2.7169852e-05   0.0018052621   2.424965e-05    0.001969873  3.8600693e-05
             75   0.0022721929  2.9805628e-05   0.0021480895  2.6745659e-05   0.0023884791  4.1875941e-05
             80   0.0026761695  3.2707707e-05    0.002528537  2.9401104e-05    0.002848535   4.573297e-05
             85   0.0029883391   3.366992e-05   0.0028101191  3.0217487e-05   0.0031899306  4.8128133e-05
             90   0.0033471046  3.5909697e-05   0.0031680045  3.2503597e-05   0.0035290093  5.0500623e-05
             95   0.0036438869  3.7636414e-05   0.0034374023  3.4422771e-05   0.0038596815  5.5167748e-05
            100   0.0039518184   3.882744e-05   0.0037259649  3.5418635e-05   0.0041847527   5.640321e-05
            105   0.0040295342  3.8912885e-05   0.0037884753  3.5007253e-05   0.0042399747  5.7536227e-05
            110   0.0044002652  4.0066708e-05   0.0041263529  3.6153513e-05   0.0046883752   5.860957e-05
            115   0.0044548687  4.0514843e-05   0.0041891925  3.7134857e-05   0.0046911415  5.9154152e-05
            120   0.0045887406  4.1253376e-05   0.0043176049  3.7619864e-05   0.0048246711  6.0077985e-05
            125   0.0046127308  4.0886754e-05   0.0043254395  3.7207685e-05   0.0049005992  5.8095312e-05
            130   0.0047858763  4.2187707e-05    0.004498449  3.8455701e-05   0.0050560183  6.0212003e-05
            135   0.0048401468  4.2005825e-05   0.0045355828  3.8218463e-05   0.0051591263  5.8641687e-05
            140   0.0048251337   4.186789e-05   0.0045241837  3.7724138e-05   0.0050749774  5.8059169e-05
