# PTH_HIG23014-        central        num_err    min (scale)        num_err    max (scale)        num_err
# aafidR2
              0  0.00095644887  1.0661611e-05  0.00089484199  9.6615455e-06   0.0010126564  1.3485885e-05
             15   0.0026988221  1.7915471e-05   0.0025394546   1.632763e-05   0.0028521225  2.3501347e-05
             30   0.0038582248  2.1379591e-05   0.0036205036    1.95714e-05   0.0040977291  2.8134449e-05
             45   0.0045976809  1.5129599e-05   0.0043145194  1.3977476e-05   0.0048704914  2.1025931e-05
             80   0.0038840714  1.2981679e-05   0.0036403691  1.2090068e-05   0.0041155398  1.9381066e-05
            120     0.00224531  6.8797745e-06   0.0020994092  6.4201835e-06   0.0023867727  9.1446259e-06
            200  0.00066575793  2.7913303e-06  0.00061745737  2.6291591e-06  0.00071100792  3.4151044e-06
            350  1.8222315e-06  1.5471809e-08  1.6734923e-06  1.4172207e-08  1.9564939e-06  1.8939248e-08
          14000  1.8222315e-06  1.5471809e-08  1.6734923e-06  1.4172207e-08  1.9564939e-06  1.8939248e-08
