#       totalaa        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       1.084615   0.0010323804      1.0160561  0.00099445598      1.1508451   0.0017666496
              1       1.084615   0.0010323804      1.0160561  0.00099445598      1.1508451   0.0017666496
