# ptHfine-aafid        central        num_err    min (scale)        num_err    max (scale)        num_err
# R3
             25   0.0023516289   6.459001e-05   0.0021816182  5.6649176e-05   0.0024947084  8.3382782e-05
             26    0.002390281  6.5125804e-05   0.0021967538   5.651052e-05   0.0025978982  8.4943724e-05
             27   0.0025262323  6.6773348e-05   0.0023233929  5.8341954e-05   0.0027261829  8.6151816e-05
             28   0.0024853544  6.6534494e-05   0.0023019421  5.8595458e-05   0.0026747427  8.6384191e-05
             29   0.0026588755  6.8734117e-05   0.0024616662  6.0323142e-05    0.002863515  8.9042442e-05
             30   0.0025826299  6.7322384e-05   0.0023831211  5.8441104e-05   0.0028068404  8.8554319e-05
             31   0.0028446711  7.1177872e-05   0.0026340507  6.3591004e-05   0.0029997584  9.0137052e-05
             32   0.0028893797  7.1424948e-05   0.0026687128  6.2375202e-05   0.0031165234  9.2529794e-05
             33   0.0027493536  6.9250437e-05   0.0025301694  6.0428503e-05    0.002973951  9.0615313e-05
             34   0.0029863767  7.3350818e-05   0.0027580097   6.511637e-05    0.003187839  9.3859955e-05
             35   0.0029647096  7.2371987e-05   0.0027222047  6.4049852e-05   0.0032176077  9.2098969e-05
             36    0.003009978   7.357343e-05   0.0027883539  6.4539362e-05   0.0032449784  9.6578962e-05
             37   0.0032833967   7.515631e-05   0.0030129716   6.673809e-05   0.0036074594  9.6737013e-05
             38   0.0029926587  7.3014776e-05   0.0027740836  6.4536282e-05   0.0031841083  9.4161739e-05
             39   0.0030668433  7.4017359e-05   0.0028166681  6.4362501e-05   0.0033152197  9.6407381e-05
             40   0.0030488919  7.4565268e-05   0.0028293169   6.510259e-05   0.0032790062  9.8752277e-05
             41   0.0032146413  7.5300144e-05   0.0029571611  6.6385141e-05   0.0034373853  9.7706891e-05
             42   0.0032483263   7.596342e-05   0.0030176418  6.6704737e-05   0.0034698427  9.9531147e-05
             43   0.0032826379  7.6214683e-05   0.0030210892  6.6682707e-05   0.0035645518  0.00010033864
             44   0.0033198377  7.6638384e-05   0.0030849708  6.7384253e-05   0.0035846201  0.00010057204
             45   0.0034837097  7.8856653e-05   0.0032074357  6.9084567e-05   0.0037546825   0.0001031884
             46   0.0035013478  7.8595962e-05    0.003265314  6.9834506e-05   0.0037353971  0.00010206978
             47   0.0035547528  7.8908186e-05   0.0032803604  6.9829945e-05   0.0037819589  0.00010208235
             48   0.0035545358  7.9375422e-05   0.0032877124  6.9851482e-05   0.0038181976  0.00010481311
             49   0.0036565515  7.9834906e-05   0.0033487116   7.010537e-05   0.0040053717  0.00010329838
             50   0.0035823398  7.9320349e-05   0.0033262374  6.9931839e-05   0.0038186629  0.00010316368
             51   0.0034847258  7.9337574e-05   0.0032366232  6.9811859e-05   0.0037101291  0.00010293036
             52   0.0035830149  7.9767922e-05   0.0033281134  7.0786752e-05   0.0037919546  0.00010289796
             53   0.0037632493  8.2028011e-05   0.0035036906  7.2582381e-05   0.0040345132  0.00010634571
             54    0.003613602  8.0269729e-05   0.0033449755  7.0256082e-05   0.0038656523  0.00010505268
             55   0.0036172497   7.980943e-05   0.0033398226  7.0143284e-05   0.0038761233  0.00010342426
             56   0.0036405109  8.1487899e-05   0.0033643573  7.1859471e-05   0.0039329497  0.00010775851
             57    0.003670074  8.0814321e-05   0.0034107059  7.1612591e-05    0.003918879  0.00010597687
             58    0.003764037  8.1674487e-05   0.0034809623  7.2533094e-05   0.0040022081  0.00010757388
             59    0.003616485  8.0500068e-05    0.003343839   7.151737e-05   0.0039621331  0.00010567271
             60   0.0037052968  8.0780532e-05   0.0034296391  7.1591137e-05   0.0039091086  0.00010617325
             61   0.0036905169  8.1659006e-05   0.0034166006  7.2164027e-05   0.0039307744   0.0001064433
             62   0.0036044772  7.9998496e-05   0.0033129257  6.9803326e-05   0.0039001608  0.00010524679
             63   0.0037804143  8.2769545e-05   0.0035241601  7.3468273e-05   0.0040125529  0.00010591255
             64   0.0037410513  8.1776613e-05   0.0034857023  7.2497315e-05    0.003945029  0.00010594816
             65   0.0036754059  8.0285452e-05   0.0034094142  7.1644958e-05   0.0039319675   0.0001045923
             66   0.0037680113  8.1717798e-05   0.0034985288  7.2254307e-05   0.0040180871  0.00010818727
             67   0.0037063862  8.0888821e-05   0.0033892464  7.0857416e-05   0.0040277494  0.00010635083
             68    0.003703315  8.1113964e-05   0.0034367469  7.1855108e-05   0.0039702263   0.0001064072
             69   0.0036888614  8.0923512e-05   0.0033992012  7.0856114e-05   0.0040249301  0.00010658956
             70   0.0036157086  8.1042219e-05   0.0033344437  7.0992767e-05   0.0038568729  0.00010672613
             71   0.0036911787  8.0313574e-05   0.0034007075  7.0841395e-05   0.0039972262  0.00010610025
             72   0.0036543021  8.0809306e-05    0.003402225  7.1075666e-05   0.0039077264   0.0001071614
             73   0.0035707119  8.0125288e-05   0.0032984943  7.0472962e-05   0.0038384411  0.00010612327
             74    0.003622357  7.9980742e-05    0.003327253  7.0387237e-05   0.0038942541  0.00010539776
             75   0.0037491845  8.0876273e-05   0.0034749435  7.1955977e-05   0.0040241748   0.0001091693
             76   0.0035748085  7.9046231e-05   0.0032954113  6.9463407e-05   0.0038257496  0.00010374753
             77   0.0036875962  8.0071647e-05   0.0034187294  7.1127486e-05    0.003933511  0.00010428787
             78   0.0037144701  8.1318372e-05   0.0034196405  7.1540745e-05   0.0039484002  0.00010732186
             79   0.0035695922  7.9281918e-05   0.0032811282  6.9831343e-05   0.0038440734  0.00010359158
             80   0.0035034265  7.8923892e-05   0.0032550267  6.9531422e-05   0.0037217183   0.0001046126
             81   0.0036189553  8.0279058e-05   0.0033454905  7.0677895e-05   0.0038212185   0.0001061447
             82   0.0036277721  8.0255421e-05   0.0033534562  7.1397691e-05   0.0038830769  0.00010620109
             83   0.0036864909  8.1766986e-05   0.0034027803  7.2676968e-05   0.0039608205  0.00010811706
             84    0.003549407  7.9598336e-05   0.0033055183  7.0386283e-05   0.0037177779  0.00010509891
             85   0.0034220976  7.8740275e-05   0.0031943427  7.0227546e-05   0.0035413485  9.7513228e-05
             86   0.0036156048  8.0246198e-05   0.0033508183  7.1031158e-05   0.0038220261  0.00010535969
             87   0.0037014864   8.108436e-05    0.003414483  7.2031029e-05   0.0039547996  0.00010468522
             88   0.0034301425  7.8336715e-05   0.0031729442  6.9474247e-05   0.0036482581  0.00010174357
             89   0.0032897656  7.5707821e-05   0.0030386107  6.6855437e-05   0.0034915348    0.000100392
             90   0.0034458621  7.8652263e-05   0.0032094665  6.9659384e-05   0.0036735253  0.00010408582
             91   0.0032899687   7.594132e-05    0.003021662  6.6456392e-05   0.0035041038  0.00010028904
             92   0.0034559378  7.8363465e-05   0.0031980844  6.9880364e-05   0.0037139451  0.00010454309
             93    0.003364501  7.6398007e-05   0.0030762663  6.6599452e-05   0.0036398991  0.00010022014
             94   0.0032432945  7.5482458e-05   0.0029967005  6.6550522e-05   0.0034637398  9.7300924e-05
             95   0.0032839865  7.5820211e-05   0.0030062805  6.6503406e-05   0.0035693626   0.0001010091
             96   0.0031132398  7.4104732e-05   0.0028806305  6.5362202e-05   0.0033740567  9.8785125e-05
             97   0.0031406773  7.5167441e-05   0.0028867015  6.5563859e-05    0.003338303  0.00010146221
             98   0.0030984042  7.4346972e-05   0.0028422882  6.5378307e-05    0.003349949  9.6422376e-05
             99   0.0030206163  7.4080006e-05    0.002809539  6.5545968e-05   0.0032183119  9.8389567e-05
            100   0.0029618773  7.1842813e-05   0.0027126097  6.2353352e-05   0.0032145762  9.4761302e-05
            101   0.0031200568  7.4096669e-05   0.0028735776   6.528543e-05   0.0033894713  9.7341776e-05
            102   0.0032417772  7.5336856e-05   0.0029804923  6.6741248e-05   0.0034573272  9.6884819e-05
            103   0.0029669807  7.2158148e-05   0.0027047287  6.3408815e-05    0.003239191  9.6761189e-05
            104   0.0030098202  7.2530651e-05   0.0027484927  6.3194783e-05    0.003287993  9.4904062e-05
            105   0.0028257418  7.0615056e-05   0.0025856174  6.2113658e-05   0.0030519543  9.2229332e-05
            106   0.0028393032  7.0426212e-05   0.0026193611  6.2132477e-05   0.0030655041  9.1755038e-05
            107   0.0028800441  7.2852807e-05   0.0026730791  6.3839107e-05   0.0030542507  9.5796171e-05
            108   0.0028072058  7.0034382e-05   0.0025709191  6.1402529e-05    0.002974036  9.0923516e-05
            109   0.0028970733  7.1793251e-05   0.0026645568  6.3156323e-05   0.0030995625  9.4729206e-05
            110   0.0028187246  7.1385946e-05   0.0026067589  6.3001419e-05   0.0030255773  9.3072414e-05
            111    0.002860943  7.0791696e-05   0.0026315883  6.2373616e-05   0.0030953984  9.4739511e-05
            112   0.0027836117  7.0784296e-05   0.0025697191  6.2263683e-05   0.0029892713  9.2476315e-05
            113   0.0027951881  6.8838321e-05   0.0025356588   6.057531e-05   0.0030932324  8.9757366e-05
            114   0.0027377938  6.9471658e-05   0.0025274346  6.1225972e-05   0.0029057557  9.0694659e-05
            115   0.0026334593  6.7825698e-05   0.0023960261  5.8810765e-05   0.0029153765  8.9445625e-05
            116   0.0027047628  6.9659367e-05   0.0024882549  6.1575508e-05   0.0028900221  9.0142321e-05
            117   0.0027078497  6.8245628e-05   0.0024726578  5.9718664e-05   0.0029578179   8.813437e-05
            118   0.0025933924  6.7483285e-05   0.0023787724  5.9391113e-05   0.0028199115  8.9376404e-05
            119   0.0025712599  6.6772033e-05   0.0023465277  5.8100253e-05   0.0027659073   8.804316e-05
            120   0.0025298833  6.6692281e-05    0.002327021  5.8444544e-05   0.0027233362  8.7921574e-05
            121   0.0025773494  6.8031845e-05   0.0023666131  5.9836888e-05   0.0027316533  8.8718284e-05
            122   0.0025207729  6.5721123e-05   0.0022909555   5.716423e-05   0.0028097203  8.6238646e-05
            123   0.0024025892   6.497746e-05   0.0022074228   5.673243e-05   0.0025867425  8.6419642e-05
            124   0.0024928021   6.612656e-05   0.0022905823  5.7679007e-05   0.0027131664  8.6356278e-05
            125   0.0025166563   6.581166e-05    0.002305501  5.7773664e-05   0.0027295766  8.5625506e-05
            126   0.0025196037  6.6108891e-05   0.0022865155  5.7768006e-05   0.0027393668  8.6502632e-05
            127    0.002531964  6.6533306e-05   0.0023299195  5.9086576e-05   0.0027204959  8.5885922e-05
            128   0.0024267651  6.5059616e-05   0.0022142304  5.6762323e-05    0.002641866  8.4702786e-05
            129   0.0024421777  6.5746875e-05   0.0022271688  5.7923358e-05   0.0026225615  8.3978497e-05
            130   0.0024087501  6.4811803e-05   0.0022200122  5.7008889e-05   0.0026325327  8.4799273e-05
            131   0.0023313571  6.3495854e-05   0.0021632674  5.5969282e-05   0.0024623361  8.2886058e-05
            132   0.0023891792  6.4238327e-05   0.0021904519  5.6615811e-05   0.0025911784  8.2307332e-05
            133   0.0022741206  6.3165039e-05   0.0020922266  5.5212737e-05   0.0024208371   8.167391e-05
            134   0.0023896174  6.4027329e-05   0.0022060887  5.6603639e-05   0.0025701194  8.1664756e-05
            135   0.0023238603  6.3690468e-05   0.0021415646  5.5689483e-05   0.0024879387  8.2073983e-05
            136   0.0022881833  6.2071084e-05   0.0020587972  5.3713763e-05   0.0025548526  8.0729887e-05
            137    0.002258609  6.2112236e-05   0.0020657093   5.445963e-05   0.0024836506  8.0268587e-05
            138   0.0021871493  6.2423753e-05   0.0020110356  5.4558796e-05   0.0023836211  8.1248125e-05
            139   0.0021353203  6.1166139e-05   0.0019829495  5.3919988e-05   0.0023196622  7.8986047e-05
            140   0.0020545059  6.0330461e-05   0.0018596523  5.2502614e-05   0.0022446633  7.8232379e-05
            141   0.0020421415   5.997282e-05   0.0018615588   5.207873e-05   0.0022291472  7.7565607e-05
            142   0.0020412434  6.0077057e-05   0.0018690453  5.2188857e-05   0.0021977232  7.7648767e-05
            143   0.0020112491  5.9800408e-05   0.0018462915  5.2544865e-05   0.0021642519  7.7489251e-05
            144   0.0019466524  5.8991994e-05   0.0017883032  5.1537568e-05   0.0021130943  7.5573829e-05
            145   0.0020120595  5.8844096e-05   0.0018444322  5.1438171e-05   0.0021677103  7.6164731e-05
            146   0.0020652694  6.0270298e-05   0.0018833963  5.2379929e-05   0.0022462301  7.7582427e-05
            147   0.0019952295  5.8665877e-05   0.0018265574  5.1597735e-05   0.0021861791  7.5109019e-05
            148   0.0018518405  5.7034464e-05   0.0016920838  4.9892941e-05   0.0020039222   7.345384e-05
            149   0.0019349205  5.7663489e-05   0.0017497025  5.0368204e-05   0.0021090752   7.273334e-05
            150   0.0019074198  5.8141063e-05   0.0017448384  5.1129629e-05    0.002091288  7.5005277e-05
            151   0.0017571808  5.5761829e-05   0.0016110044  4.8342004e-05   0.0019210923  7.1405919e-05
            152   0.0018157545   5.721287e-05   0.0016655456  4.9500352e-05   0.0019542937   7.392217e-05
            153   0.0018172268  5.6444458e-05   0.0016640636  4.9756724e-05   0.0019497122  7.1772963e-05
            154   0.0018318759  5.6809545e-05   0.0016574011   4.953441e-05   0.0020133167  7.2804957e-05
            155   0.0018113398  5.7115538e-05   0.0016312954  4.9750041e-05   0.0019904033  7.3090981e-05
            156    0.001842248   5.684176e-05   0.0016711903  4.9449044e-05   0.0020307566  7.2873028e-05
            157   0.0016086877  5.4665501e-05   0.0014641421  4.7004629e-05   0.0017481354  7.0757329e-05
            158     0.00167957  5.3923095e-05   0.0015322929  4.7105785e-05   0.0018286121  6.8814818e-05
            159   0.0017608707  5.5863046e-05   0.0016054193  4.8862322e-05   0.0018946674  7.0522311e-05
            160   0.0016515355  5.3135316e-05   0.0014779009  4.5871947e-05   0.0018395033  6.8212574e-05
            161   0.0018497005  5.6584104e-05    0.001664315  5.0007515e-05   0.0020369887  7.0633048e-05
            162   0.0017500764  5.4743656e-05   0.0015816528  4.7731164e-05   0.0019537013  6.9617669e-05
            163   0.0016325736  5.3602871e-05   0.0014839868  4.6607207e-05    0.001797317  6.8748545e-05
            164   0.0016028528  5.3208912e-05   0.0014369489  4.6038928e-05   0.0017866819  6.7888875e-05
            165   0.0016034229   5.285933e-05   0.0014416379   4.549201e-05   0.0017788114  6.7282717e-05
            166   0.0015247723  5.2190574e-05   0.0013900121  4.5266405e-05   0.0016914675  6.6584833e-05
            167   0.0015139093  5.1824021e-05   0.0013781176  4.4989103e-05   0.0016745976  6.6583774e-05
            168   0.0015822112  5.1876329e-05    0.001420624  4.4683955e-05   0.0017632928  6.6946225e-05
            169   0.0015590123  5.1904041e-05   0.0014155529  4.5088265e-05   0.0017121911  6.6273277e-05
            170   0.0014948603  5.1399978e-05   0.0013592662  4.4151893e-05   0.0016376057  6.6469828e-05
            171   0.0015658756  5.1752633e-05    0.001391025  4.4582658e-05    0.001758698  6.5396746e-05
            172   0.0015042989  5.1234057e-05   0.0013690516  4.4632429e-05   0.0016597567  6.4637241e-05
            173    0.001494222  5.0612205e-05   0.0013555682  4.4184888e-05   0.0016598164  6.4013661e-05
            174   0.0014481548  5.0047103e-05   0.0013031371  4.3692427e-05    0.001608045  6.3729498e-05
            175   0.0013970746  4.9899713e-05   0.0012777451  4.3175533e-05    0.001499747  6.3394754e-05
            176   0.0015082214  5.0874622e-05   0.0013825064   4.470324e-05    0.001625426  6.3142421e-05
            177   0.0013668423  4.9293663e-05   0.0012294488  4.2806594e-05   0.0015017621  6.3322104e-05
            178   0.0014357325  4.9132972e-05    0.001282141  4.2610754e-05    0.001617256   6.226079e-05
            179   0.0013358866  4.7798476e-05   0.0011796245  4.0663455e-05   0.0015083383  6.1764669e-05
            180   0.0014420652  4.9081675e-05   0.0013013572  4.3096642e-05   0.0016041697  6.1730615e-05
            181   0.0012799918  4.7379996e-05   0.0011423151  4.1106019e-05   0.0014001269  6.0150022e-05
            182   0.0013231079  4.7736816e-05   0.0011836751   4.113942e-05   0.0015084351  6.1224514e-05
            183   0.0012414737  4.7122475e-05   0.0011281418  4.0630677e-05    0.001379418  6.0407806e-05
            184   0.0012704266  4.7533902e-05   0.0011641301  4.1338629e-05   0.0013875141  6.0877047e-05
            185   0.0012426962  4.5949396e-05    0.001092967  3.9119385e-05   0.0014035186  5.9128487e-05
            186   0.0011854552  4.5869383e-05   0.0010720957  3.9890005e-05   0.0013052285  5.8184303e-05
            187   0.0013068605  4.6884222e-05   0.0011641081   4.052364e-05   0.0014869327  5.9681144e-05
            188   0.0011308445  4.4401417e-05  0.00094174207    3.65499e-05   0.0013021097  5.8435929e-05
            189   0.0012658365  4.6434004e-05   0.0011190428  3.9820075e-05   0.0014472557  5.9446326e-05
            190   0.0012252833   4.657438e-05   0.0011087251  4.0551947e-05    0.001338748  5.8762305e-05
            191   0.0010849169  4.3262594e-05  0.00095636831  3.6583074e-05   0.0012426308  5.6563522e-05
            192   0.0010899496   4.409136e-05  0.00097116123  3.7328534e-05   0.0012222464  5.7270858e-05
            193   0.0011100736  4.4424604e-05   0.0010149301  3.8457166e-05   0.0012067505  5.6445963e-05
            194   0.0011338811  4.4412874e-05   0.0010226809  3.8577119e-05     0.00124528  5.5245566e-05
            195   0.0010503209   4.201923e-05  0.00091755829  3.5916058e-05   0.0012081978  5.3804009e-05
            196   0.0010738227  4.2920537e-05  0.00096870105  3.6981383e-05   0.0012219542  5.5592143e-05
            197   0.0010673592   4.233738e-05  0.00094159633  3.6383748e-05    0.001219493  5.4016301e-05
            198   0.0010378093  4.2875258e-05  0.00092959001  3.6904426e-05   0.0011550514  5.5266167e-05
            199   0.0010250529  4.3222431e-05  0.00092519552  3.6932979e-05   0.0011277528  5.5539716e-05
            200  0.00092753204  4.0429622e-05  0.00081557728  3.3975417e-05   0.0010537711  5.2513547e-05
            201  0.00092691287  3.9449675e-05    0.000734769  3.2216548e-05   0.0011036139  5.1242004e-05
            202  0.00098600849  4.1149179e-05  0.00088240405  3.5386065e-05   0.0011262294  5.2275543e-05
            203  0.00096336523  4.1082595e-05  0.00086943305  3.5250369e-05    0.001048145  5.2268954e-05
            204  0.00099804168  4.0880074e-05    0.000895484  3.5219059e-05   0.0011292282  5.2627829e-05
            205  0.00097481188  4.0562914e-05  0.00085154033  3.4713767e-05   0.0011148909  5.1701213e-05
            206  0.00089544909  3.9045823e-05  0.00079403172  3.3495457e-05   0.0010196169  4.9688964e-05
            207  0.00092482779  3.9760795e-05  0.00082238944  3.3985342e-05   0.0010462208  5.1008317e-05
            208  0.00085295245  3.8291893e-05  0.00072736997  3.1990401e-05   0.0010143281  5.0006409e-05
            209  0.00086175595  3.8403823e-05  0.00075603901  3.2548794e-05  0.00096626268  4.8726397e-05
            210  0.00083922835   3.862998e-05  0.00076516864  3.3254299e-05  0.00091027476  4.9599568e-05
            211  0.00085789581  3.8975757e-05  0.00076842895  3.3045853e-05  0.00097092149  5.0898994e-05
            212  0.00087556737  3.9121224e-05  0.00078845114  3.3277505e-05  0.00098422556  5.0756442e-05
            213  0.00081872331   3.749544e-05  0.00072552736  3.1696427e-05  0.00091664041  4.8885948e-05
            214  0.00086737036  3.9614006e-05  0.00076872358  3.3869953e-05  0.00096677678  5.0387094e-05
            215   0.0008575878   3.831815e-05  0.00074604343  3.2555251e-05  0.00098015173  4.8577399e-05
            216  0.00086433257  3.8693862e-05  0.00076300418   3.319359e-05  0.00098242353   4.938013e-05
            217  0.00078906951  3.6826848e-05  0.00067018764  3.0518607e-05  0.00095033285  4.8931759e-05
            218  0.00080203427  3.6851323e-05  0.00072139311  3.1790743e-05  0.00088036715  4.6562338e-05
            219  0.00079920023   3.688265e-05   0.0007011937  3.1028794e-05  0.00091279373  4.7545179e-05
            220   0.0007149684  3.5545018e-05  0.00061928472  2.9699777e-05  0.00082884639  4.6301135e-05
            221  0.00075490456  3.6214551e-05  0.00065749122  3.0768971e-05  0.00087277676  4.6497759e-05
            222  0.00065154595  3.3982492e-05  0.00054326849  2.7815554e-05  0.00077218634  4.4650884e-05
            223  0.00072046147   3.455958e-05  0.00062827654  2.9478332e-05   0.0008199495  4.3761712e-05
            224  0.00071697964  3.5240468e-05  0.00063965382  3.0130959e-05  0.00080394118  4.4898631e-05
            225  0.00073323486  3.5166251e-05  0.00067554788  3.0675764e-05  0.00083335138  4.5100479e-05
            226  0.00066024594  3.3262778e-05  0.00056056229  2.7758674e-05  0.00076322028  4.2828727e-05
            227  0.00067325314  3.4768558e-05  0.00062023733  3.0043407e-05  0.00080552576  4.5398884e-05
            228  0.00069610392  3.4996868e-05  0.00061133322  2.9436178e-05  0.00080142116  4.5387684e-05
            229  0.00067655202  3.4990949e-05   0.0005996061  2.9762772e-05  0.00075588887  4.4433688e-05
            230  0.00069456087  3.4844572e-05  0.00061334326  2.9356376e-05  0.00079370249  4.5321581e-05
            231   0.0007003791  3.3981616e-05  0.00062425918  2.9101325e-05  0.00075531203  4.0498397e-05
            232  0.00068769923  3.3882689e-05  0.00059911911  2.8752948e-05  0.00077629975  4.2469968e-05
            233  0.00063565602  3.3048944e-05   0.0005459501  2.7793637e-05  0.00072321036  4.1920625e-05
            234  0.00062915359  3.2408961e-05   0.0005593373  2.7590025e-05  0.00071590167  4.1420175e-05
            235  0.00041668107  2.7893385e-05  0.00020634025    1.95434e-05  0.00066646407  4.1559625e-05
            236  0.00063092405  3.3165423e-05  0.00052898729  2.7353077e-05  0.00073086191  4.2082158e-05
            237  0.00053879388  3.1122579e-05  0.00045020537  2.5794309e-05  0.00063356013  3.9754802e-05
            238  0.00055886269  3.1156879e-05  0.00050070155  2.6582846e-05  0.00061094925  3.9350048e-05
            239  0.00058303083  3.1417132e-05  0.00049402884  2.6242163e-05   0.0006474589  3.7955173e-05
            240   0.0005119269  3.0147295e-05    0.000449776  2.5321249e-05  0.00057179339  3.8897989e-05
            241  0.00057110069  3.1574975e-05  0.00047456793  2.5915367e-05  0.00067669474  4.0606588e-05
            242  0.00052640685  2.9804992e-05  0.00044211043  2.4783887e-05  0.00061919924  3.8039544e-05
            243  0.00058403577  3.1864789e-05  0.00051695259  2.7123736e-05  0.00065633802  3.9978204e-05
            244  0.00048699042  2.9383796e-05   0.0004232639  2.4025325e-05  0.00058193327  4.0262603e-05
            245  0.00050702536  2.9619976e-05  0.00044207386  2.4882615e-05  0.00056323146  3.7594266e-05
            246  0.00045294176  2.7773687e-05  0.00038191435  2.3002437e-05  0.00054572527  3.5592145e-05
            247  0.00056846375  3.0632333e-05  0.00048963261  2.5595959e-05  0.00067243505  3.9105356e-05
            248  0.00043843644  2.8694995e-05  0.00015303158  1.5634413e-05  0.00057993293  3.8960191e-05
            249    0.000555487  3.1367019e-05  0.00048737209  2.6344808e-05  0.00063720088  4.0248412e-05
            250  0.00050579339  2.9461248e-05  0.00043410377   2.443194e-05  0.00059824572  3.8728383e-05
            251  0.00044488071  2.8270369e-05  0.00037179995  2.2991151e-05  0.00053934489  3.7154757e-05
            252  0.00057447166  3.1646382e-05  0.00049940947    2.67032e-05  0.00065977809  4.0261456e-05
            253  0.00046627045    2.90714e-05  0.00038901213  2.4041191e-05  0.00055868853  3.7074353e-05
            254  0.00031989913  2.4367424e-05  0.00014594526  1.4259146e-05  0.00045722329  3.4152234e-05
            255  0.00042950793  2.7190306e-05  0.00034336952  2.2012746e-05  0.00053066734  3.5129914e-05
            256  0.00046072539  2.8313109e-05  0.00038393656  2.2948501e-05  0.00054335693  3.6882708e-05
            257  0.00047202332  2.8720219e-05  0.00038309523  2.3721436e-05  0.00055751136  3.5812253e-05
            258  0.00043355708   2.712987e-05  0.00031206594    2.09404e-05  0.00053545664  3.5206383e-05
            259  0.00043488783  2.7791799e-05  0.00037409067  2.3007246e-05  0.00054830045  3.6856384e-05
            260  0.00040130828  2.6295101e-05  0.00033746111  2.1979846e-05  0.00047285879  3.3819976e-05
            261  0.00042169079  2.6718151e-05  0.00035209468  2.1962256e-05  0.00049222046  3.4108166e-05
            262  0.00045941297  2.7764789e-05  0.00039578561  2.2850595e-05  0.00054507517  3.6333787e-05
            263  0.00041271672   2.742865e-05  0.00034219986  2.2528257e-05  0.00050889643  3.6002291e-05
            264  0.00045264945   2.705188e-05  0.00038605523  2.2683614e-05  0.00053806506  3.3986893e-05
            265  0.00030568419  2.3441591e-05  0.00013168526  1.4264675e-05  0.00043096215  3.2964182e-05
            266   0.0004798723  2.8587983e-05  0.00042059419  2.4184168e-05  0.00053595531   3.559875e-05
            267  0.00039728625  2.6584503e-05  0.00034169468  2.1904971e-05  0.00047253782  3.5346563e-05
            268   0.0003756572  2.5974885e-05  0.00027698487  2.0313477e-05  0.00048876223  3.4787196e-05
            269   0.0003900464  2.5484315e-05  0.00030374786  2.0332726e-05  0.00050174805  3.4014542e-05
            270  0.00042307517  2.6711099e-05  0.00035077425  2.1818382e-05  0.00051810509  3.4759577e-05
            271  0.00035232946   2.515417e-05  0.00029311979  2.0636638e-05  0.00041361398  3.1930423e-05
            272  0.00030306615  2.2925069e-05  0.00024415609  1.8124176e-05  0.00037916013  3.1152805e-05
            273  0.00035777291  2.5061852e-05  0.00027972838  1.9956248e-05  0.00043960547  3.2830344e-05
            274  0.00034211241  2.3933382e-05  0.00028536547  1.9495542e-05  0.00041272069  3.1452197e-05
            275  0.00029564435   2.353006e-05  0.00023900967  1.8981513e-05  0.00035533992  3.0876745e-05
            276  0.00034517184  2.3909874e-05  0.00028146462  1.9590021e-05  0.00042200143  3.0367991e-05
