# total-aafidR3        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.61955413  0.00091811322     0.58033434   0.0008723048     0.65822415   0.0013686466
              1     0.61955413  0.00091811322     0.58033434   0.0008723048     0.65822415   0.0013686466
