# YH_HIG23014-a        central        num_err    min (scale)        num_err    max (scale)        num_err
# afidR2
              0      0.5552572   0.0025370343     0.51768382   0.0023255107     0.59222309   0.0033223886
           0.15     0.54239652   0.0025023743     0.50699574   0.0022951647     0.57501923   0.0033020537
            0.3      0.5135541   0.0017015615     0.48084507   0.0015766033     0.54441326   0.0022662051
            0.6     0.45109926   0.0016210089     0.42258777   0.0015184703     0.47784818   0.0021528925
            0.9      0.1747924  0.00042780369     0.16364813  0.00040475027      0.1857638  0.00060796012
            2.5      0.1747924  0.00042780369     0.16364813  0.00040475027      0.1857638  0.00060796012
