#   YH_HIG23014        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.77083378   0.0029667739     0.71920029    0.002726082     0.82200698   0.0038708629
           0.15     0.75113098    0.002926366     0.70245076   0.0026919399     0.79596332   0.0038774519
            0.3     0.71441302   0.0019855031     0.66883042   0.0018461132     0.75657382   0.0026832848
            0.6     0.62603144   0.0018862402     0.58643894   0.0017648503     0.66251039   0.0025430969
            0.9     0.27425231  0.00051771858     0.25710741  0.00049311633     0.29125363  0.00077446745
            2.5     0.27425231  0.00051771858     0.25710741  0.00049311633     0.29125363  0.00077446745
