# PTH_ATLAS2407        central        num_err    min (scale)        num_err    max (scale)        num_err
# 10904_bb-aafidR2
              0   0.0030239679  9.3327121e-06   0.0028428446  8.6417527e-06   0.0032033499  1.2589344e-05
             60   0.0041373524  1.0704205e-05   0.0038818065  9.9826338e-06   0.0043834868   1.607706e-05
            120     0.00224531  6.8797745e-06   0.0020994092  6.4201835e-06   0.0023867727  9.1446259e-06
            200  0.00082883113  3.8078005e-06  0.00076906105  3.5487897e-06  0.00088509482  4.6843346e-06
            300    0.000214893  1.6117284e-06   0.0001975108  1.4905136e-06  0.00023128989  1.9560621e-06
            450  7.4758711e-07  1.0424852e-08  6.8607117e-07  9.5214577e-09  8.0115783e-07  1.2701978e-08
          13000  7.4758711e-07  1.0424852e-08  6.8607117e-07  9.5214577e-09  8.0115783e-07  1.2701978e-08
