#  PTH_HIG23014        central        num_err    min (scale)        num_err    max (scale)        num_err
              0   0.0026150821  2.5145188e-05   0.0024422542  2.2812222e-05   0.0027773105  3.1991177e-05
             15   0.0074685392  4.2236422e-05   0.0070304559  3.8734834e-05   0.0078849942  5.5302487e-05
             30    0.011130163  5.1502027e-05     0.01045935  4.7605948e-05    0.011787028  6.8792284e-05
             45    0.013823524  3.6799839e-05    0.012974518  3.4192293e-05    0.014651236   5.314765e-05
             80     0.01239872  3.2206498e-05    0.011618357  3.0133125e-05    0.013088941  5.0424814e-05
            120   0.0068279622  1.6807394e-05   0.0063858638  1.5765954e-05   0.0072611535  2.2858435e-05
            200   0.0017580045  6.4421487e-06   0.0016331762  6.1152555e-06   0.0018743087  7.8610498e-06
            350  4.2482317e-06  3.3413809e-08  3.9040428e-06  3.0715282e-08   4.563387e-06  4.0805329e-08
          14000  4.2482317e-06  3.3413809e-08  3.9040428e-06  3.0715282e-08   4.563387e-06  4.0805329e-08
