# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.471919     0.18390672       12.41756     0.16724694      14.505575     0.23257876
            0.2      39.175013      0.3142758      36.245728     0.29108493      41.955028     0.38725812
            0.4      59.882032     0.39096307      55.366373     0.37567793      64.347818     0.47969187
            0.6      77.042303     0.47211525      71.250112     0.51922275      82.433634     0.54034991
            0.8      90.350131      0.4741343      83.568805     0.44639447       97.15099     0.58592335
              1      101.03969     0.52071636       93.96529     0.51094658      108.14074     0.64330141
            1.2      110.23167     0.53145283      102.34931     0.50264795      118.15417     0.64792449
            1.4      119.71535     0.55148968      111.31818     0.51969227      128.17485     0.67703492
            1.6      128.88632     0.59820421      120.19954     0.59642876      137.62955     0.70314757
            1.8      139.15498     0.64191224      129.97834     0.66138052      148.45573     0.73482556
              2      152.94653     0.68385606      143.40653     0.64955581      162.91001     0.79202109
            2.2      170.33682      0.7004625      159.66829      0.7141258      180.67177     0.81520885
            2.4      190.51504     0.72319496       178.8102     0.76745607      203.19694      1.0044406
            2.6      217.82778      1.1385013      204.35339     0.97528804      230.73142      1.3353243
            2.8      244.10208     0.81528196      230.03243     0.84919677      258.52121     0.99669012
              3      250.31472     0.98278588       236.0416      1.0714855      264.97337      1.0916749
            3.2      121.49396     0.59164899      113.87947     0.58887229      129.49429     0.73966905
            3.4      70.754043     0.59048996       65.90337      0.6351624      76.109824     0.63212732
            3.6      43.769711     0.34523562      40.471573     0.32127191      47.391449     0.42815434
            3.8      28.669018     0.27819857      26.339895     0.25106638      31.282947      0.3510969
              4      19.503545     0.28532861      18.024898     0.32511502      21.035127     0.27616443
            4.2        13.3166     0.21294391      12.252947     0.20628432       14.44782      0.2404446
            4.4      9.0651269     0.15984789      8.3922282     0.16555806      9.8962693     0.18754018
            4.6      6.3778087     0.12778283      5.7954123      0.1168798      7.0591775     0.15684434
            4.8      4.5363626     0.10524707      4.1084504    0.096922705      5.0899716     0.13114609
              5      4.5363626     0.10524707      4.1084504    0.096922705      5.0899716     0.13114609
